"","y","n_distinct(species)","...1","target_fid","rich_1d_geog","x","rich_2d","depth"
"5932",-16.5,4,5932,6760,3,72.5,2,4332.5
"5933",-16.5,4,5933,6760,3,72.5,2,4332.5
"5934",-16.5,4,5934,6762,3,74.5,2,5102.25048828
"5935",-16.5,4,5935,6762,3,74.5,2,5102.25048828
"5936",-16.5,4,5936,6762,3,74.5,2,5102.25048828
"5937",-16.5,4,5937,6762,3,74.5,2,5102.25048828
"5938",-16.5,4,5938,6762,3,74.5,2,5102.25048828
"5939",-16.5,4,5939,6762,3,74.5,2,5102.25048828
"5940",-16.5,4,5940,6762,3,74.5,2,5102.25048828
"5941",-16.5,4,5941,6762,3,74.5,2,5102.25048828
"5942",-16.5,4,5942,6762,3,74.5,2,5102.25048828
"5943",-16.5,4,5943,6763,3,75.5,2,4651
"5944",-16.5,4,5944,6763,3,75.5,2,4651
"5945",-16.5,4,5945,6763,3,75.5,2,4651
"5946",-16.5,4,5946,6763,3,75.5,2,4651
"5947",-16.5,4,5947,6763,3,75.5,2,4651
"5948",-16.5,4,5948,6763,3,75.5,2,4651
"5949",-16.5,4,5949,6763,3,75.5,2,4651
"5950",-16.5,4,5950,6763,3,75.5,2,4651
"5951",-16.5,4,5951,6763,3,75.5,2,4651
"5952",-16.5,4,5952,6764,3,76.5,2,4477
"5953",-16.5,4,5953,6764,3,76.5,2,4477
"5954",-16.5,4,5954,6764,3,76.5,2,4477
"5955",-16.5,4,5955,6764,3,76.5,2,4477
"5956",-16.5,4,5956,6764,3,76.5,2,4477
"5957",-16.5,4,5957,6764,3,76.5,2,4477
"5958",-16.5,4,5958,6764,3,76.5,2,4477
"5959",-16.5,4,5959,6764,3,76.5,2,4477
"5960",-16.5,4,5960,6764,3,76.5,2,4477
"5961",-16.5,4,5961,6765,3,77.5,2,4796.25
"5962",-16.5,4,5962,6765,3,77.5,2,4796.25
"5963",-16.5,4,5963,6765,3,77.5,2,4796.25
"5964",-16.5,4,5964,6765,3,77.5,2,4796.25
"5965",-16.5,4,5965,6765,3,77.5,2,4796.25
"5966",-16.5,4,5966,6765,3,77.5,2,4796.25
"5967",-16.5,4,5967,6765,3,77.5,2,4796.25
"5968",-16.5,4,5968,6765,3,77.5,2,4796.25
"5969",-16.5,4,5969,6765,3,77.5,2,4796.25
"5970",-16.5,4,5970,6766,2,78.5,1,4794.5
"5971",-16.5,4,5971,6766,2,78.5,1,4794.5
"5972",-16.5,4,5972,6766,2,78.5,1,4794.5
"5973",-16.5,4,5973,6766,2,78.5,1,4794.5
"5974",-16.5,4,5974,6767,2,79.5,1,5240.5
"5975",-16.5,4,5975,6767,2,79.5,1,5240.5
"5976",-16.5,4,5976,6767,2,79.5,1,5240.5
"5977",-16.5,4,5977,6767,2,79.5,1,5240.5
"5978",-16.5,4,5978,6768,2,80.5,1,5149.25
"5979",-16.5,4,5979,6768,2,80.5,1,5149.25
"5980",-16.5,4,5980,6768,2,80.5,1,5149.25
"5981",-16.5,4,5981,6768,2,80.5,1,5149.25
"5982",-16.5,4,5982,6769,2,81.5,1,5107.5
"5983",-16.5,4,5983,6769,2,81.5,1,5107.5
"5984",-16.5,4,5984,6769,2,81.5,1,5107.5
"5985",-16.5,4,5985,6769,2,81.5,1,5107.5
"5986",-16.5,4,5986,6770,2,82.5,1,5177.75
"5987",-16.5,4,5987,6770,2,82.5,1,5177.75
"5988",-16.5,4,5988,6770,2,82.5,1,5177.75
"5989",-16.5,4,5989,6770,2,82.5,1,5177.75
"5990",-16.5,4,5990,6773,2,85.5,1,5056.75
"5991",-16.5,4,5991,6773,2,85.5,1,5056.75
"5992",-16.5,4,5992,6773,2,85.5,1,5056.75
"5993",-16.5,4,5993,6773,2,85.5,1,5056.75
"5994",-16.5,4,5994,6774,1,86.5,1,4673.5
"5995",-16.5,4,5995,6775,1,87.5,1,2696.75024414
"5996",-16.5,4,5996,6776,1,88.5,1,1998.49975586
"5997",-16.5,4,5997,6779,1,91.5,1,5116
"5998",-16.5,4,5998,6780,1,92.5,1,4928.25
"5999",-16.5,4,5999,6781,1,93.5,1,5261.25
"6000",-16.5,4,6000,6782,1,94.5,1,4665.25
"6001",-16.5,4,6001,6784,1,96.5,1,4997.25
"6002",-16.5,4,6002,6787,1,99.5,1,5279.5
"6003",-16.5,4,6003,6791,1,103.5,1,4999.5
"6004",-16.5,4,6004,6799,1,111.5,1,5216
"6005",-16.5,4,6005,6800,1,112.5,1,3967.75048828
"6006",-16.5,4,6006,6801,1,113.5,1,2556.5
"6007",-16.5,4,6007,6802,1,114.5,1,3905.24975586
"6008",-16.5,4,6008,6803,1,115.5,1,3663.99926758
"6009",-16.5,4,6009,6804,1,116.5,1,3933.25024414
"6010",-16.5,4,6010,6806,1,118.5,1,2492.75
"6011",-16.5,4,6011,6807,1,119.5,1,784.75012207
"6012",-15.5,4,6012,6861,2,44.5,1,2527
"6013",-15.5,4,6013,6861,2,44.5,1,2527
"6014",-15.5,4,6014,6861,2,44.5,1,2527
"6015",-15.5,4,6015,6861,2,44.5,1,2527
"6016",-15.5,4,6016,6862,2,45.5,1,1994.25
"6017",-15.5,4,6017,6862,2,45.5,1,1994.25
"6018",-15.5,4,6018,6862,2,45.5,1,1994.25
"6019",-15.5,4,6019,6862,2,45.5,1,1994.25
"6020",-15.5,4,6020,6867,2,50.5,1,52.2500038147
"6021",-15.5,4,6021,6867,2,50.5,1,52.2500038147
"6022",-15.5,4,6022,6867,2,50.5,1,52.2500038147
"6023",-15.5,4,6023,6867,2,50.5,1,52.2500038147
"6024",-15.5,4,6024,6868,2,51.5,1,4219
"6025",-15.5,4,6025,6868,2,51.5,1,4219
"6026",-15.5,4,6026,6868,2,51.5,1,4219
"6027",-15.5,4,6027,6868,2,51.5,1,4219
"6028",-15.5,4,6028,6869,2,52.5,1,4402
"6029",-15.5,4,6029,6869,2,52.5,1,4402
"6030",-15.5,4,6030,6869,2,52.5,1,4402
"6031",-15.5,4,6031,6869,2,52.5,1,4402
"6032",-15.5,4,6032,6870,2,53.5,1,4614.75
"6033",-15.5,4,6033,6870,2,53.5,1,4614.75
"6034",-15.5,4,6034,6870,2,53.5,1,4614.75
"6035",-15.5,4,6035,6870,2,53.5,1,4614.75
"6036",-15.5,4,6036,6871,2,54.5,1,4465.75
"6037",-15.5,4,6037,6871,2,54.5,1,4465.75
"6038",-15.5,4,6038,6871,2,54.5,1,4465.75
"6039",-15.5,4,6039,6871,2,54.5,1,4465.75
"6040",-15.5,4,6040,6872,2,55.5,1,4391.75
"6041",-15.5,4,6041,6872,2,55.5,1,4391.75
"6042",-15.5,4,6042,6872,2,55.5,1,4391.75
"6043",-15.5,4,6043,6872,2,55.5,1,4391.75
"6044",-15.5,4,6044,6873,2,56.5,1,4449.5
"6045",-15.5,4,6045,6873,2,56.5,1,4449.5
"6046",-15.5,4,6046,6873,2,56.5,1,4449.5
"6047",-15.5,4,6047,6873,2,56.5,1,4449.5
"6048",-15.5,4,6048,6874,2,57.5,1,4240.75
"6049",-15.5,4,6049,6874,2,57.5,1,4240.75
"6050",-15.5,4,6050,6874,2,57.5,1,4240.75
"6051",-15.5,4,6051,6874,2,57.5,1,4240.75
"6052",-15.5,4,6052,6875,2,58.5,1,4761.5
"6053",-15.5,4,6053,6875,2,58.5,1,4761.5
"6054",-15.5,4,6054,6875,2,58.5,1,4761.5
"6055",-15.5,4,6055,6875,2,58.5,1,4761.5
"6056",-15.5,4,6056,6876,2,59.5,1,2409.00024414
"6057",-15.5,4,6057,6876,2,59.5,1,2409.00024414
"6058",-15.5,4,6058,6876,2,59.5,1,2409.00024414
"6059",-15.5,4,6059,6876,2,59.5,1,2409.00024414
"6060",-15.5,4,6060,6877,2,60.5,1,45.2499885559
"6061",-15.5,4,6061,6877,2,60.5,1,45.2499885559
"6062",-15.5,4,6062,6877,2,60.5,1,45.2499885559
"6063",-15.5,4,6063,6877,2,60.5,1,45.2499885559
"6064",-15.5,4,6064,6878,3,61.5,1,809.749206543
"6065",-15.5,4,6065,6878,3,61.5,1,809.749206543
"6066",-15.5,4,6066,6878,3,61.5,1,809.749206543
"6067",-15.5,4,6067,6878,3,61.5,1,809.749206543
"6068",-15.5,4,6068,6878,3,61.5,1,809.749206543
"6069",-15.5,4,6069,6878,3,61.5,1,809.749206543
"6070",-15.5,4,6070,6878,3,61.5,1,809.749206543
"6071",-15.5,4,6071,6878,3,61.5,1,809.749206543
"6072",-15.5,4,6072,6878,3,61.5,1,809.749206543
"6073",-15.5,4,6073,6879,3,62.5,2,3381.99975586
"6074",-15.5,4,6074,6879,3,62.5,2,3381.99975586
"6075",-15.5,4,6075,6879,3,62.5,2,3381.99975586
"6076",-15.5,4,6076,6879,3,62.5,2,3381.99975586
"6077",-15.5,4,6077,6879,3,62.5,2,3381.99975586
"6078",-15.5,4,6078,6879,3,62.5,2,3381.99975586
"6079",-15.5,4,6079,6879,3,62.5,2,3381.99975586
"6080",-15.5,4,6080,6879,3,62.5,2,3381.99975586
"6081",-15.5,4,6081,6879,3,62.5,2,3381.99975586
"6082",-15.5,4,6082,6880,3,63.5,2,4259.75
"6083",-15.5,4,6083,6880,3,63.5,2,4259.75
"6084",-15.5,4,6084,6880,3,63.5,2,4259.75
"6085",-15.5,4,6085,6880,3,63.5,2,4259.75
"6086",-15.5,4,6086,6880,3,63.5,2,4259.75
"6087",-15.5,4,6087,6880,3,63.5,2,4259.75
"6088",-15.5,4,6088,6880,3,63.5,2,4259.75
"6089",-15.5,4,6089,6880,3,63.5,2,4259.75
"6090",-15.5,4,6090,6880,3,63.5,2,4259.75
"6091",-15.5,4,6091,6881,3,64.5,2,3072.74951172
"6092",-15.5,4,6092,6881,3,64.5,2,3072.74951172
"6093",-15.5,4,6093,6881,3,64.5,2,3072.74951172
"6094",-15.5,4,6094,6881,3,64.5,2,3072.74951172
"6095",-15.5,4,6095,6881,3,64.5,2,3072.74951172
"6096",-15.5,4,6096,6881,3,64.5,2,3072.74951172
"6097",-15.5,4,6097,6881,3,64.5,2,3072.74951172
"6098",-15.5,4,6098,6881,3,64.5,2,3072.74951172
"6099",-15.5,4,6099,6881,3,64.5,2,3072.74951172
"6100",-15.5,4,6100,6882,3,65.5,2,3054.49975586
"6101",-15.5,4,6101,6882,3,65.5,2,3054.49975586
"6102",-15.5,4,6102,6882,3,65.5,2,3054.49975586
"6103",-15.5,4,6103,6882,3,65.5,2,3054.49975586
"6104",-15.5,4,6104,6882,3,65.5,2,3054.49975586
"6105",-15.5,4,6105,6882,3,65.5,2,3054.49975586
"6106",-15.5,4,6106,6882,3,65.5,2,3054.49975586
"6107",-15.5,4,6107,6882,3,65.5,2,3054.49975586
"6108",-15.5,4,6108,6882,3,65.5,2,3054.49975586
"6109",-15.5,4,6109,6883,3,66.5,2,2951.24951172
"6110",-15.5,4,6110,6883,3,66.5,2,2951.24951172
"6111",-15.5,4,6111,6883,3,66.5,2,2951.24951172
"6112",-15.5,4,6112,6883,3,66.5,2,2951.24951172
"6113",-15.5,4,6113,6883,3,66.5,2,2951.24951172
"6114",-15.5,4,6114,6883,3,66.5,2,2951.24951172
"6115",-15.5,4,6115,6883,3,66.5,2,2951.24951172
"6116",-15.5,4,6116,6883,3,66.5,2,2951.24951172
"6117",-15.5,4,6117,6883,3,66.5,2,2951.24951172
"6118",-15.5,4,6118,6884,3,67.5,1,2801.24975586
"6119",-15.5,4,6119,6884,3,67.5,1,2801.24975586
"6120",-15.5,4,6120,6884,3,67.5,1,2801.24975586
"6121",-15.5,4,6121,6884,3,67.5,1,2801.24975586
"6122",-15.5,4,6122,6884,3,67.5,1,2801.24975586
"6123",-15.5,4,6123,6884,3,67.5,1,2801.24975586
"6124",-15.5,4,6124,6884,3,67.5,1,2801.24975586
"6125",-15.5,4,6125,6884,3,67.5,1,2801.24975586
"6126",-15.5,4,6126,6884,3,67.5,1,2801.24975586
"6127",-15.5,4,6127,6885,3,68.5,2,3229.5
"6128",-15.5,4,6128,6885,3,68.5,2,3229.5
"6129",-15.5,4,6129,6885,3,68.5,2,3229.5
"6130",-15.5,4,6130,6885,3,68.5,2,3229.5
"6131",-15.5,4,6131,6885,3,68.5,2,3229.5
"6132",-15.5,4,6132,6885,3,68.5,2,3229.5
"6133",-15.5,4,6133,6885,3,68.5,2,3229.5
"6134",-15.5,4,6134,6885,3,68.5,2,3229.5
"6135",-15.5,4,6135,6885,3,68.5,2,3229.5
"6136",-15.5,4,6136,6886,3,69.5,2,3571.25
"6137",-15.5,4,6137,6886,3,69.5,2,3571.25
"6138",-15.5,4,6138,6886,3,69.5,2,3571.25
"6139",-15.5,4,6139,6886,3,69.5,2,3571.25
"6140",-15.5,4,6140,6886,3,69.5,2,3571.25
"6141",-15.5,4,6141,6886,3,69.5,2,3571.25
"6142",-15.5,4,6142,6886,3,69.5,2,3571.25
"6143",-15.5,4,6143,6886,3,69.5,2,3571.25
"6144",-15.5,4,6144,6886,3,69.5,2,3571.25
"6145",-15.5,4,6145,6887,3,70.5,2,4152.75
"6146",-15.5,4,6146,6887,3,70.5,2,4152.75
"6147",-15.5,4,6147,6887,3,70.5,2,4152.75
"6148",-15.5,4,6148,6887,3,70.5,2,4152.75
"6149",-15.5,4,6149,6887,3,70.5,2,4152.75
"6150",-15.5,4,6150,6887,3,70.5,2,4152.75
"6151",-15.5,4,6151,6887,3,70.5,2,4152.75
"6152",-15.5,4,6152,6887,3,70.5,2,4152.75
"6153",-15.5,4,6153,6887,3,70.5,2,4152.75
"6154",-15.5,4,6154,6888,3,71.5,2,4332.49951172
"6155",-15.5,4,6155,6888,3,71.5,2,4332.49951172
"6156",-15.5,4,6156,6888,3,71.5,2,4332.49951172
"6157",-15.5,4,6157,6888,3,71.5,2,4332.49951172
"6158",-15.5,4,6158,6888,3,71.5,2,4332.49951172
"6159",-15.5,4,6159,6888,3,71.5,2,4332.49951172
"6160",-15.5,4,6160,6888,3,71.5,2,4332.49951172
"6161",-15.5,4,6161,6888,3,71.5,2,4332.49951172
"6162",-15.5,4,6162,6888,3,71.5,2,4332.49951172
"6163",-15.5,4,6163,6889,3,72.5,2,5240.5
"6164",-15.5,4,6164,6889,3,72.5,2,5240.5
"6165",-15.5,4,6165,6889,3,72.5,2,5240.5
"6166",-15.5,4,6166,6889,3,72.5,2,5240.5
"6167",-15.5,4,6167,6889,3,72.5,2,5240.5
"6168",-15.5,4,6168,6889,3,72.5,2,5240.5
"6169",-15.5,4,6169,6889,3,72.5,2,5240.5
"6170",-15.5,4,6170,6889,3,72.5,2,5240.5
"6171",-15.5,4,6171,6889,3,72.5,2,5240.5
"6172",-15.5,4,6172,6890,3,73.5,2,4463.74951172
"6173",-15.5,4,6173,6890,3,73.5,2,4463.74951172
"6174",-15.5,4,6174,6890,3,73.5,2,4463.74951172
"6175",-15.5,4,6175,6890,3,73.5,2,4463.74951172
"6176",-15.5,4,6176,6890,3,73.5,2,4463.74951172
"6177",-15.5,4,6177,6890,3,73.5,2,4463.74951172
"6178",-15.5,4,6178,6890,3,73.5,2,4463.74951172
"6179",-15.5,4,6179,6890,3,73.5,2,4463.74951172
"6180",-15.5,4,6180,6890,3,73.5,2,4463.74951172
"6181",-15.5,4,6181,6891,3,74.5,2,4728.5
"6182",-15.5,4,6182,6891,3,74.5,2,4728.5
"6183",-15.5,4,6183,6891,3,74.5,2,4728.5
"6184",-15.5,4,6184,6891,3,74.5,2,4728.5
"6185",-15.5,4,6185,6891,3,74.5,2,4728.5
"6186",-15.5,4,6186,6891,3,74.5,2,4728.5
"6187",-15.5,4,6187,6891,3,74.5,2,4728.5
"6188",-15.5,4,6188,6891,3,74.5,2,4728.5
"6189",-15.5,4,6189,6891,3,74.5,2,4728.5
"6190",-15.5,4,6190,6892,3,75.5,2,5046
"6191",-15.5,4,6191,6892,3,75.5,2,5046
"6192",-15.5,4,6192,6892,3,75.5,2,5046
"6193",-15.5,4,6193,6892,3,75.5,2,5046
"6194",-15.5,4,6194,6892,3,75.5,2,5046
"6195",-15.5,4,6195,6892,3,75.5,2,5046
"6196",-15.5,4,6196,6892,3,75.5,2,5046
"6197",-15.5,4,6197,6892,3,75.5,2,5046
"6198",-15.5,4,6198,6892,3,75.5,2,5046
"6199",-15.5,4,6199,6893,3,76.5,2,4864.5
"6200",-15.5,4,6200,6893,3,76.5,2,4864.5
"6201",-15.5,4,6201,6893,3,76.5,2,4864.5
"6202",-15.5,4,6202,6893,3,76.5,2,4864.5
"6203",-15.5,4,6203,6893,3,76.5,2,4864.5
"6204",-15.5,4,6204,6893,3,76.5,2,4864.5
"6205",-15.5,4,6205,6893,3,76.5,2,4864.5
"6206",-15.5,4,6206,6893,3,76.5,2,4864.5
"6207",-15.5,4,6207,6893,3,76.5,2,4864.5
"6208",-15.5,4,6208,6894,3,77.5,2,5043.75
"6209",-15.5,4,6209,6894,3,77.5,2,5043.75
"6210",-15.5,4,6210,6894,3,77.5,2,5043.75
"6211",-15.5,4,6211,6894,3,77.5,2,5043.75
"6212",-15.5,4,6212,6894,3,77.5,2,5043.75
"6213",-15.5,4,6213,6894,3,77.5,2,5043.75
"6214",-15.5,4,6214,6894,3,77.5,2,5043.75
"6215",-15.5,4,6215,6894,3,77.5,2,5043.75
"6216",-15.5,4,6216,6894,3,77.5,2,5043.75
"6217",-15.5,4,6217,6895,3,78.5,2,5125
"6218",-15.5,4,6218,6895,3,78.5,2,5125
"6219",-15.5,4,6219,6895,3,78.5,2,5125
"6220",-15.5,4,6220,6895,3,78.5,2,5125
"6221",-15.5,4,6221,6895,3,78.5,2,5125
"6222",-15.5,4,6222,6895,3,78.5,2,5125
"6223",-15.5,4,6223,6895,3,78.5,2,5125
"6224",-15.5,4,6224,6895,3,78.5,2,5125
"6225",-15.5,4,6225,6895,3,78.5,2,5125
"6226",-15.5,4,6226,6896,3,79.5,2,5080.25
"6227",-15.5,4,6227,6896,3,79.5,2,5080.25
"6228",-15.5,4,6228,6896,3,79.5,2,5080.25
"6229",-15.5,4,6229,6896,3,79.5,2,5080.25
"6230",-15.5,4,6230,6896,3,79.5,2,5080.25
"6231",-15.5,4,6231,6896,3,79.5,2,5080.25
"6232",-15.5,4,6232,6896,3,79.5,2,5080.25
"6233",-15.5,4,6233,6896,3,79.5,2,5080.25
"6234",-15.5,4,6234,6896,3,79.5,2,5080.25
"6235",-15.5,4,6235,6897,2,80.5,1,4853.75
"6236",-15.5,4,6236,6897,2,80.5,1,4853.75
"6237",-15.5,4,6237,6897,2,80.5,1,4853.75
"6238",-15.5,4,6238,6897,2,80.5,1,4853.75
"6239",-15.5,4,6239,6898,2,81.5,1,4937
"6240",-15.5,4,6240,6898,2,81.5,1,4937
"6241",-15.5,4,6241,6898,2,81.5,1,4937
"6242",-15.5,4,6242,6898,2,81.5,1,4937
"6243",-15.5,4,6243,6899,2,82.5,1,5096.5
"6244",-15.5,4,6244,6899,2,82.5,1,5096.5
"6245",-15.5,4,6245,6899,2,82.5,1,5096.5
"6246",-15.5,4,6246,6899,2,82.5,1,5096.5
"6247",-15.5,4,6247,6900,2,83.5,1,4878.25
"6248",-15.5,4,6248,6900,2,83.5,1,4878.25
"6249",-15.5,4,6249,6900,2,83.5,1,4878.25
"6250",-15.5,4,6250,6900,2,83.5,1,4878.25
"6251",-15.5,4,6251,6901,2,84.5,1,4853.25
"6252",-15.5,4,6252,6901,2,84.5,1,4853.25
"6253",-15.5,4,6253,6901,2,84.5,1,4853.25
"6254",-15.5,4,6254,6901,2,84.5,1,4853.25
"6255",-15.5,4,6255,6902,2,85.5,1,5154.25
"6256",-15.5,4,6256,6902,2,85.5,1,5154.25
"6257",-15.5,4,6257,6902,2,85.5,1,5154.25
"6258",-15.5,4,6258,6902,2,85.5,1,5154.25
"6259",-15.5,4,6259,6903,2,86.5,1,2430.75024414
"6260",-15.5,4,6260,6903,2,86.5,1,2430.75024414
"6261",-15.5,4,6261,6903,2,86.5,1,2430.75024414
"6262",-15.5,4,6262,6903,2,86.5,1,2430.75024414
"6263",-15.5,4,6263,6904,2,87.5,1,2459.24975586
"6264",-15.5,4,6264,6904,2,87.5,1,2459.24975586
"6265",-15.5,4,6265,6904,2,87.5,1,2459.24975586
"6266",-15.5,4,6266,6904,2,87.5,1,2459.24975586
"6267",-15.5,4,6267,6905,2,88.5,1,2620.99975586
"6268",-15.5,4,6268,6905,2,88.5,1,2620.99975586
"6269",-15.5,4,6269,6905,2,88.5,1,2620.99975586
"6270",-15.5,4,6270,6905,2,88.5,1,2620.99975586
"6271",-15.5,4,6271,6908,1,91.5,1,4623.5
"6272",-15.5,4,6272,6909,1,92.5,1,5087
"6273",-15.5,4,6273,6910,1,93.5,1,5319.5
"6274",-15.5,4,6274,6913,1,96.5,1,4960.25
"6275",-15.5,4,6275,6928,1,111.5,1,5162.75
"6276",-15.5,4,6276,6929,1,112.5,1,3969.24951172
"6277",-15.5,4,6277,6935,1,118.5,1,4959.25
"6278",-15.5,4,6278,6936,1,119.5,1,2477
"6279",-15.5,4,6279,6937,1,120.5,1,690.750183105
"6280",-14.5,4,6280,6991,2,45.5,1,3494
"6281",-14.5,4,6281,6991,2,45.5,1,3494
"6282",-14.5,4,6282,6991,2,45.5,1,3494
"6283",-14.5,4,6283,6991,2,45.5,1,3494
"6284",-14.5,4,6284,6992,2,46.5,1,2324.75
"6285",-14.5,4,6285,6992,2,46.5,1,2324.75
"6286",-14.5,4,6286,6992,2,46.5,1,2324.75
"6287",-14.5,4,6287,6992,2,46.5,1,2324.75
"6288",-14.5,4,6288,6996,2,50.5,1,1633.49975586
"6289",-14.5,4,6289,6996,2,50.5,1,1633.49975586
"6290",-14.5,4,6290,6996,2,50.5,1,1633.49975586
"6291",-14.5,4,6291,6996,2,50.5,1,1633.49975586
"6292",-14.5,4,6292,6997,2,51.5,1,4155.75
"6293",-14.5,4,6293,6997,2,51.5,1,4155.75
"6294",-14.5,4,6294,6997,2,51.5,1,4155.75
"6295",-14.5,4,6295,6997,2,51.5,1,4155.75
"6296",-14.5,4,6296,6998,2,52.5,1,4658.5
"6297",-14.5,4,6297,6998,2,52.5,1,4658.5
"6298",-14.5,4,6298,6998,2,52.5,1,4658.5
"6299",-14.5,4,6299,6998,2,52.5,1,4658.5
"6300",-14.5,4,6300,6999,2,53.5,1,4696.75
"6301",-14.5,4,6301,6999,2,53.5,1,4696.75
"6302",-14.5,4,6302,6999,2,53.5,1,4696.75
"6303",-14.5,4,6303,6999,2,53.5,1,4696.75
"6304",-14.5,4,6304,7000,2,54.5,1,4438.25
"6305",-14.5,4,6305,7000,2,54.5,1,4438.25
"6306",-14.5,4,6306,7000,2,54.5,1,4438.25
"6307",-14.5,4,6307,7000,2,54.5,1,4438.25
"6308",-14.5,4,6308,7001,2,55.5,1,3949
"6309",-14.5,4,6309,7001,2,55.5,1,3949
"6310",-14.5,4,6310,7001,2,55.5,1,3949
"6311",-14.5,4,6311,7001,2,55.5,1,3949
"6312",-14.5,4,6312,7002,2,56.5,1,4330.75
"6313",-14.5,4,6313,7002,2,56.5,1,4330.75
"6314",-14.5,4,6314,7002,2,56.5,1,4330.75
"6315",-14.5,4,6315,7002,2,56.5,1,4330.75
"6316",-14.5,4,6316,7003,2,57.5,1,4228.5
"6317",-14.5,4,6317,7003,2,57.5,1,4228.5
"6318",-14.5,4,6318,7003,2,57.5,1,4228.5
"6319",-14.5,4,6319,7003,2,57.5,1,4228.5
"6320",-14.5,4,6320,7004,2,58.5,1,4156.25
"6321",-14.5,4,6321,7004,2,58.5,1,4156.25
"6322",-14.5,4,6322,7004,2,58.5,1,4156.25
"6323",-14.5,4,6323,7004,2,58.5,1,4156.25
"6324",-14.5,4,6324,7005,2,59.5,1,4022.75
"6325",-14.5,4,6325,7005,2,59.5,1,4022.75
"6326",-14.5,4,6326,7005,2,59.5,1,4022.75
"6327",-14.5,4,6327,7005,2,59.5,1,4022.75
"6328",-14.5,4,6328,7007,2,61.5,1,2647.74975586
"6329",-14.5,4,6329,7007,2,61.5,1,2647.74975586
"6330",-14.5,4,6330,7007,2,61.5,1,2647.74975586
"6331",-14.5,4,6331,7007,2,61.5,1,2647.74975586
"6332",-14.5,4,6332,7008,3,62.5,2,3410.49975586
"6333",-14.5,4,6333,7008,3,62.5,2,3410.49975586
"6334",-14.5,4,6334,7008,3,62.5,2,3410.49975586
"6335",-14.5,4,6335,7008,3,62.5,2,3410.49975586
"6336",-14.5,4,6336,7008,3,62.5,2,3410.49975586
"6337",-14.5,4,6337,7008,3,62.5,2,3410.49975586
"6338",-14.5,4,6338,7008,3,62.5,2,3410.49975586
"6339",-14.5,4,6339,7008,3,62.5,2,3410.49975586
"6340",-14.5,4,6340,7008,3,62.5,2,3410.49975586
"6341",-14.5,4,6341,7009,3,63.5,2,4065.75
"6342",-14.5,4,6342,7009,3,63.5,2,4065.75
"6343",-14.5,4,6343,7009,3,63.5,2,4065.75
"6344",-14.5,4,6344,7009,3,63.5,2,4065.75
"6345",-14.5,4,6345,7009,3,63.5,2,4065.75
"6346",-14.5,4,6346,7009,3,63.5,2,4065.75
"6347",-14.5,4,6347,7009,3,63.5,2,4065.75
"6348",-14.5,4,6348,7009,3,63.5,2,4065.75
"6349",-14.5,4,6349,7009,3,63.5,2,4065.75
"6350",-14.5,4,6350,7010,3,64.5,2,3426.25
"6351",-14.5,4,6351,7010,3,64.5,2,3426.25
"6352",-14.5,4,6352,7010,3,64.5,2,3426.25
"6353",-14.5,4,6353,7010,3,64.5,2,3426.25
"6354",-14.5,4,6354,7010,3,64.5,2,3426.25
"6355",-14.5,4,6355,7010,3,64.5,2,3426.25
"6356",-14.5,4,6356,7010,3,64.5,2,3426.25
"6357",-14.5,4,6357,7010,3,64.5,2,3426.25
"6358",-14.5,4,6358,7010,3,64.5,2,3426.25
"6359",-14.5,4,6359,7011,3,65.5,1,2372.75
"6360",-14.5,4,6360,7011,3,65.5,1,2372.75
"6361",-14.5,4,6361,7011,3,65.5,1,2372.75
"6362",-14.5,4,6362,7011,3,65.5,1,2372.75
"6363",-14.5,4,6363,7011,3,65.5,1,2372.75
"6364",-14.5,4,6364,7011,3,65.5,1,2372.75
"6365",-14.5,4,6365,7011,3,65.5,1,2372.75
"6366",-14.5,4,6366,7011,3,65.5,1,2372.75
"6367",-14.5,4,6367,7011,3,65.5,1,2372.75
"6368",-14.5,4,6368,7012,3,66.5,1,2488.25
"6369",-14.5,4,6369,7012,3,66.5,1,2488.25
"6370",-14.5,4,6370,7012,3,66.5,1,2488.25
"6371",-14.5,4,6371,7012,3,66.5,1,2488.25
"6372",-14.5,4,6372,7012,3,66.5,1,2488.25
"6373",-14.5,4,6373,7012,3,66.5,1,2488.25
"6374",-14.5,4,6374,7012,3,66.5,1,2488.25
"6375",-14.5,4,6375,7012,3,66.5,1,2488.25
"6376",-14.5,4,6376,7012,3,66.5,1,2488.25
"6377",-14.5,4,6377,7013,3,67.5,2,2965.5
"6378",-14.5,4,6378,7013,3,67.5,2,2965.5
"6379",-14.5,4,6379,7013,3,67.5,2,2965.5
"6380",-14.5,4,6380,7013,3,67.5,2,2965.5
"6381",-14.5,4,6381,7013,3,67.5,2,2965.5
"6382",-14.5,4,6382,7013,3,67.5,2,2965.5
"6383",-14.5,4,6383,7013,3,67.5,2,2965.5
"6384",-14.5,4,6384,7013,3,67.5,2,2965.5
"6385",-14.5,4,6385,7013,3,67.5,2,2965.5
"6386",-14.5,4,6386,7014,3,68.5,2,3451.00024414
"6387",-14.5,4,6387,7014,3,68.5,2,3451.00024414
"6388",-14.5,4,6388,7014,3,68.5,2,3451.00024414
"6389",-14.5,4,6389,7014,3,68.5,2,3451.00024414
"6390",-14.5,4,6390,7014,3,68.5,2,3451.00024414
"6391",-14.5,4,6391,7014,3,68.5,2,3451.00024414
