"","TARGET_FID","richness","species1","depth","x","y"
"18969",5780,4,"Alternatipathes alternata",3571.25,-119.5,-19.5
"18970",5781,4,"Abyssopathes lyra",3702.25,-118.5,-19.5
"18971",5781,4,"Alternatipathes alternata",3702.25,-118.5,-19.5
"18972",5781,4,"Schizopathes affinis",3702.25,-118.5,-19.5
"18973",5781,4,"Bathypathes patula",3702.25,-118.5,-19.5
"18974",5782,4,"Schizopathes affinis",3420.25,-117.5,-19.5
"18975",5782,4,"Alternatipathes alternata",3420.25,-117.5,-19.5
"18976",5782,4,"Bathypathes patula",3420.25,-117.5,-19.5
"18977",5782,4,"Abyssopathes lyra",3420.25,-117.5,-19.5
"18978",5783,3,"Alternatipathes alternata",3345.25,-116.5,-19.5
"18979",5783,3,"Abyssopathes lyra",3345.25,-116.5,-19.5
"18980",5783,3,"Bathypathes patula",3345.25,-116.5,-19.5
"18981",5784,3,"Alternatipathes alternata",3325,-115.5,-19.5
"18982",5784,3,"Abyssopathes lyra",3325,-115.5,-19.5
"18983",5784,3,"Bathypathes patula",3325,-115.5,-19.5
"18984",5785,3,"Abyssopathes lyra",3072.25,-114.5,-19.5
"18985",5785,3,"Bathypathes patula",3072.25,-114.5,-19.5
"18986",5785,3,"Alternatipathes alternata",3072.25,-114.5,-19.5
"18987",5786,3,"Abyssopathes lyra",3019.75,-113.5,-19.5
"18988",5786,3,"Bathypathes patula",3019.75,-113.5,-19.5
"18989",5786,3,"Alternatipathes alternata",3019.75,-113.5,-19.5
"18990",5787,3,"Abyssopathes lyra",3283.75,-112.5,-19.5
"18991",5787,3,"Bathypathes patula",3283.75,-112.5,-19.5
"18992",5787,3,"Alternatipathes alternata",3283.75,-112.5,-19.5
"18993",5788,3,"Bathypathes patula",3388.25,-111.5,-19.5
"18994",5788,3,"Abyssopathes lyra",3388.25,-111.5,-19.5
"18995",5788,3,"Alternatipathes alternata",3388.25,-111.5,-19.5
"18996",5789,3,"Abyssopathes lyra",3578,-110.5,-19.5
"18997",5789,3,"Bathypathes patula",3578,-110.5,-19.5
"18998",5789,3,"Alternatipathes alternata",3578,-110.5,-19.5
"18999",5790,3,"Bathypathes patula",3670.5,-109.5,-19.5
"19000",5790,3,"Alternatipathes alternata",3670.5,-109.5,-19.5
"19001",5790,3,"Abyssopathes lyra",3670.5,-109.5,-19.5
"19002",5791,3,"Abyssopathes lyra",3741.25,-108.5,-19.5
"19003",5791,3,"Bathypathes patula",3741.25,-108.5,-19.5
"19004",5791,3,"Alternatipathes alternata",3741.25,-108.5,-19.5
"19005",5792,3,"Bathypathes patula",3938,-107.5,-19.5
"19006",5792,3,"Abyssopathes lyra",3938,-107.5,-19.5
"19007",5792,3,"Alternatipathes alternata",3938,-107.5,-19.5
"19008",5793,3,"Alternatipathes alternata",3985.5,-106.5,-19.5
"19009",5793,3,"Bathypathes patula",3985.5,-106.5,-19.5
"19010",5793,3,"Abyssopathes lyra",3985.5,-106.5,-19.5
"19011",5794,3,"Alternatipathes alternata",3818.25,-105.5,-19.5
"19012",5794,3,"Bathypathes patula",3818.25,-105.5,-19.5
"19013",5794,3,"Abyssopathes lyra",3818.25,-105.5,-19.5
"19014",5795,2,"Bathypathes patula",3972.5,-104.5,-19.5
"19015",5795,2,"Alternatipathes alternata",3972.5,-104.5,-19.5
"19016",5796,2,"Alternatipathes alternata",4141.75,-103.5,-19.5
"19017",5796,2,"Bathypathes patula",4141.75,-103.5,-19.5
"19018",5797,2,"Bathypathes patula",4191.5,-102.5,-19.5
"19019",5797,2,"Alternatipathes alternata",4191.5,-102.5,-19.5
"19020",5798,2,"Bathypathes patula",4132,-101.5,-19.5
"19021",5798,2,"Alternatipathes alternata",4132,-101.5,-19.5
"19022",5799,2,"Bathypathes patula",4153.75,-100.5,-19.5
"19023",5799,2,"Alternatipathes alternata",4153.75,-100.5,-19.5
"19024",5800,2,"Alternatipathes alternata",4110,-99.5,-19.5
"19025",5800,2,"Bathypathes patula",4110,-99.5,-19.5
"19026",5801,2,"Alternatipathes alternata",4095,-98.5,-19.5
"19027",5801,2,"Bathypathes patula",4095,-98.5,-19.5
"19028",5802,2,"Bathypathes patula",4220.75,-97.5,-19.5
"19029",5802,2,"Alternatipathes alternata",4220.75,-97.5,-19.5
"19030",5803,2,"Bathypathes patula",4383.25,-96.5,-19.5
"19031",5803,2,"Alternatipathes alternata",4383.25,-96.5,-19.5
"19032",5804,2,"Alternatipathes alternata",3943.25024414,-95.5,-19.5
"19033",5804,2,"Bathypathes patula",3943.25024414,-95.5,-19.5
"19034",5805,2,"Bathypathes patula",4304.5,-94.5,-19.5
"19035",5805,2,"Alternatipathes alternata",4304.5,-94.5,-19.5
"19036",5806,1,"Bathypathes patula",3946.75,-93.5,-19.5
"19037",5807,1,"Bathypathes patula",4097.25,-92.5,-19.5
"19038",5808,1,"Bathypathes patula",4267.75,-91.5,-19.5
"19039",5809,1,"Bathypathes patula",4313.25,-90.5,-19.5
"19040",5810,1,"Bathypathes patula",4067.5,-89.5,-19.5
"19041",5811,1,"Bathypathes patula",4086.5,-88.5,-19.5
"19042",5812,1,"Bathypathes patula",4143.5,-87.5,-19.5
"19043",5813,1,"Bathypathes patula",4243,-86.5,-19.5
"19044",5814,1,"Bathypathes patula",4473,-85.5,-19.5
"19045",5815,1,"Bathypathes patula",4572.5,-84.5,-19.5
"19046",5816,1,"Bathypathes patula",4454.25,-83.5,-19.5
"19047",5824,1,"Bathypathes patula",1759.99975586,-179.5,-18.5
"19048",5825,5,"Alternatipathes alternata",619.749755859,-178.5,-18.5
"19049",5825,5,"Bathypathes patula",619.749755859,-178.5,-18.5
"19050",5825,5,"Trissopathes pseudotristicha",619.749755859,-178.5,-18.5
"19051",5825,5,"Dendropathes intermedia",619.749755859,-178.5,-18.5
"19052",5825,5,"Stichopathes spiessi",619.749755859,-178.5,-18.5
"19053",5826,6,"Stichopathes spiessi",1766.75,-177.5,-18.5
"19054",5826,6,"Trissopathes tristicha",1766.75,-177.5,-18.5
"19055",5826,6,"Trissopathes pseudotristicha",1766.75,-177.5,-18.5
"19056",5826,6,"Bathypathes patula",1766.75,-177.5,-18.5
"19057",5826,6,"Schizopathes affinis",1766.75,-177.5,-18.5
"19058",5826,6,"Alternatipathes alternata",1766.75,-177.5,-18.5
"19059",5827,4,"Schizopathes affinis",2655.25,-176.5,-18.5
"19060",5827,4,"Alternatipathes alternata",2655.25,-176.5,-18.5
"19061",5827,4,"Trissopathes pseudotristicha",2655.25,-176.5,-18.5
"19062",5827,4,"Bathypathes patula",2655.25,-176.5,-18.5
"19063",5828,4,"Schizopathes affinis",2493.25,-175.5,-18.5
"19064",5828,4,"Trissopathes pseudotristicha",2493.25,-175.5,-18.5
"19065",5828,4,"Bathypathes patula",2493.25,-175.5,-18.5
"19066",5828,4,"Alternatipathes alternata",2493.25,-175.5,-18.5
"19067",5829,6,"Dendropathes intermedia",1174.75,-174.5,-18.5
"19068",5829,6,"Trissopathes tristicha",1174.75,-174.5,-18.5
"19069",5829,6,"Stichopathes spiessi",1174.75,-174.5,-18.5
"19070",5829,6,"Trissopathes pseudotristicha",1174.75,-174.5,-18.5
"19071",5829,6,"Alternatipathes alternata",1174.75,-174.5,-18.5
"19072",5829,6,"Bathypathes patula",1174.75,-174.5,-18.5
"19073",5830,3,"Alternatipathes alternata",3690.25,-173.5,-18.5
"19074",5830,3,"Schizopathes affinis",3690.25,-173.5,-18.5
"19075",5830,3,"Bathypathes patula",3690.25,-173.5,-18.5
"19076",5832,1,"Bathypathes patula",5164.25,-171.5,-18.5
"19077",5833,3,"Abyssopathes lyra",4923.25,-170.5,-18.5
"19078",5833,3,"Bathypathes patula",4923.25,-170.5,-18.5
"19079",5833,3,"Alternatipathes alternata",4923.25,-170.5,-18.5
"19080",5834,4,"Alternatipathes alternata",4496.25,-169.5,-18.5
"19081",5834,4,"Schizopathes affinis",4496.25,-169.5,-18.5
"19082",5834,4,"Abyssopathes lyra",4496.25,-169.5,-18.5
"19083",5834,4,"Bathypathes patula",4496.25,-169.5,-18.5
"19084",5835,3,"Bathypathes patula",4968.5,-168.5,-18.5
"19085",5835,3,"Alternatipathes alternata",4968.5,-168.5,-18.5
"19086",5835,3,"Abyssopathes lyra",4968.5,-168.5,-18.5
"19087",5836,1,"Abyssopathes lyra",5498,-167.5,-18.5
"19088",5837,1,"Abyssopathes lyra",5343.5,-166.5,-18.5
"19089",5838,2,"Bathypathes patula",5192.75,-165.5,-18.5
"19090",5838,2,"Abyssopathes lyra",5192.75,-165.5,-18.5
"19091",5839,4,"Alternatipathes alternata",4355.75,-164.5,-18.5
"19092",5839,4,"Abyssopathes lyra",4355.75,-164.5,-18.5
"19093",5839,4,"Schizopathes affinis",4355.75,-164.5,-18.5
"19094",5839,4,"Bathypathes patula",4355.75,-164.5,-18.5
"19095",5840,2,"Abyssopathes lyra",5197,-163.5,-18.5
"19096",5840,2,"Bathypathes patula",5197,-163.5,-18.5
"19097",5841,4,"Alternatipathes alternata",4612,-162.5,-18.5
"19098",5841,4,"Schizopathes affinis",4612,-162.5,-18.5
"19099",5841,4,"Bathypathes patula",4612,-162.5,-18.5
"19100",5841,4,"Abyssopathes lyra",4612,-162.5,-18.5
"19101",5842,4,"Abyssopathes lyra",4903,-161.5,-18.5
"19102",5842,4,"Alternatipathes alternata",4903,-161.5,-18.5
"19103",5842,4,"Schizopathes affinis",4903,-161.5,-18.5
"19104",5842,4,"Bathypathes patula",4903,-161.5,-18.5
"19105",5843,3,"Abyssopathes lyra",4997.5,-160.5,-18.5
"19106",5843,3,"Bathypathes patula",4997.5,-160.5,-18.5
"19107",5843,3,"Alternatipathes alternata",4997.5,-160.5,-18.5
"19108",5844,4,"Alternatipathes alternata",4594.5,-159.5,-18.5
"19109",5844,4,"Abyssopathes lyra",4594.5,-159.5,-18.5
"19110",5844,4,"Bathypathes patula",4594.5,-159.5,-18.5
"19111",5844,4,"Schizopathes affinis",4594.5,-159.5,-18.5
"19112",5845,4,"Schizopathes affinis",4476.00048828,-158.5,-18.5
"19113",5845,4,"Abyssopathes lyra",4476.00048828,-158.5,-18.5
"19114",5845,4,"Bathypathes patula",4476.00048828,-158.5,-18.5
"19115",5845,4,"Alternatipathes alternata",4476.00048828,-158.5,-18.5
"19116",5846,4,"Alternatipathes alternata",4650,-157.5,-18.5
"19117",5846,4,"Bathypathes patula",4650,-157.5,-18.5
"19118",5846,4,"Abyssopathes lyra",4650,-157.5,-18.5
"19119",5846,4,"Schizopathes affinis",4650,-157.5,-18.5
"19120",5847,4,"Abyssopathes lyra",4782.5,-156.5,-18.5
"19121",5847,4,"Alternatipathes alternata",4782.5,-156.5,-18.5
"19122",5847,4,"Schizopathes affinis",4782.5,-156.5,-18.5
"19123",5847,4,"Bathypathes patula",4782.5,-156.5,-18.5
"19124",5848,4,"Alternatipathes alternata",4707.75,-155.5,-18.5
"19125",5848,4,"Abyssopathes lyra",4707.75,-155.5,-18.5
"19126",5848,4,"Schizopathes affinis",4707.75,-155.5,-18.5
"19127",5848,4,"Bathypathes patula",4707.75,-155.5,-18.5
"19128",5849,4,"Schizopathes affinis",4698,-154.5,-18.5
"19129",5849,4,"Abyssopathes lyra",4698,-154.5,-18.5
"19130",5849,4,"Bathypathes patula",4698,-154.5,-18.5
"19131",5849,4,"Alternatipathes alternata",4698,-154.5,-18.5
"19132",5850,4,"Schizopathes affinis",4424.75,-153.5,-18.5
"19133",5850,4,"Alternatipathes alternata",4424.75,-153.5,-18.5
"19134",5850,4,"Abyssopathes lyra",4424.75,-153.5,-18.5
"19135",5850,4,"Bathypathes patula",4424.75,-153.5,-18.5
"19136",5851,3,"Alternatipathes alternata",1598.24963379,-152.5,-18.5
"19137",5851,3,"Schizopathes affinis",1598.24963379,-152.5,-18.5
"19138",5851,3,"Bathypathes patula",1598.24963379,-152.5,-18.5
"19139",5852,4,"Alternatipathes alternata",4137,-151.5,-18.5
"19140",5852,4,"Bathypathes patula",4137,-151.5,-18.5
"19141",5852,4,"Schizopathes affinis",4137,-151.5,-18.5
"19142",5852,4,"Abyssopathes lyra",4137,-151.5,-18.5
"19143",5853,4,"Abyssopathes lyra",4208.75,-150.5,-18.5
"19144",5853,4,"Bathypathes patula",4208.75,-150.5,-18.5
"19145",5853,4,"Schizopathes affinis",4208.75,-150.5,-18.5
"19146",5853,4,"Alternatipathes alternata",4208.75,-150.5,-18.5
"19147",5854,4,"Alternatipathes alternata",3980.25024414,-149.5,-18.5
"19148",5854,4,"Abyssopathes lyra",3980.25024414,-149.5,-18.5
"19149",5854,4,"Schizopathes affinis",3980.25024414,-149.5,-18.5
"19150",5854,4,"Bathypathes patula",3980.25024414,-149.5,-18.5
"19151",5855,4,"Bathypathes patula",3903,-148.5,-18.5
"19152",5855,4,"Schizopathes affinis",3903,-148.5,-18.5
"19153",5855,4,"Abyssopathes lyra",3903,-148.5,-18.5
"19154",5855,4,"Alternatipathes alternata",3903,-148.5,-18.5
"19155",5856,4,"Abyssopathes lyra",4323.25,-147.5,-18.5
"19156",5856,4,"Alternatipathes alternata",4323.25,-147.5,-18.5
"19157",5856,4,"Schizopathes affinis",4323.25,-147.5,-18.5
"19158",5856,4,"Bathypathes patula",4323.25,-147.5,-18.5
"19159",5857,4,"Bathypathes patula",4338.75,-146.5,-18.5
"19160",5857,4,"Abyssopathes lyra",4338.75,-146.5,-18.5
"19161",5857,4,"Schizopathes affinis",4338.75,-146.5,-18.5
"19162",5857,4,"Alternatipathes alternata",4338.75,-146.5,-18.5
"19163",5858,4,"Schizopathes affinis",4358.5,-145.5,-18.5
"19164",5858,4,"Abyssopathes lyra",4358.5,-145.5,-18.5
"19165",5858,4,"Alternatipathes alternata",4358.5,-145.5,-18.5
"19166",5858,4,"Bathypathes patula",4358.5,-145.5,-18.5
"19167",5859,4,"Schizopathes affinis",4604.25,-144.5,-18.5
"19168",5859,4,"Abyssopathes lyra",4604.25,-144.5,-18.5
"19169",5859,4,"Alternatipathes alternata",4604.25,-144.5,-18.5
"19170",5859,4,"Bathypathes patula",4604.25,-144.5,-18.5
"19171",5860,4,"Alternatipathes alternata",4298.5,-143.5,-18.5
"19172",5860,4,"Bathypathes patula",4298.5,-143.5,-18.5
"19173",5860,4,"Schizopathes affinis",4298.5,-143.5,-18.5
"19174",5860,4,"Abyssopathes lyra",4298.5,-143.5,-18.5
"19175",5861,4,"Abyssopathes lyra",4460.5,-142.5,-18.5
"19176",5861,4,"Schizopathes affinis",4460.5,-142.5,-18.5
"19177",5861,4,"Bathypathes patula",4460.5,-142.5,-18.5
"19178",5861,4,"Alternatipathes alternata",4460.5,-142.5,-18.5
"19179",5862,4,"Abyssopathes lyra",4143,-141.5,-18.5
"19180",5862,4,"Schizopathes affinis",4143,-141.5,-18.5
"19181",5862,4,"Alternatipathes alternata",4143,-141.5,-18.5
"19182",5862,4,"Bathypathes patula",4143,-141.5,-18.5
"19183",5863,4,"Schizopathes affinis",2054.50024414,-140.5,-18.5
"19184",5863,4,"Alternatipathes alternata",2054.50024414,-140.5,-18.5
"19185",5863,4,"Bathypathes patula",2054.50024414,-140.5,-18.5
"19186",5863,4,"Abyssopathes lyra",2054.50024414,-140.5,-18.5
"19187",5864,4,"Bathypathes patula",2972.49975586,-139.5,-18.5
"19188",5864,4,"Alternatipathes alternata",2972.49975586,-139.5,-18.5
"19189",5864,4,"Abyssopathes lyra",2972.49975586,-139.5,-18.5
"19190",5864,4,"Schizopathes affinis",2972.49975586,-139.5,-18.5
"19191",5865,4,"Bathypathes patula",4141.75,-138.5,-18.5
"19192",5865,4,"Abyssopathes lyra",4141.75,-138.5,-18.5
"19193",5865,4,"Alternatipathes alternata",4141.75,-138.5,-18.5
"19194",5865,4,"Schizopathes affinis",4141.75,-138.5,-18.5
"19195",5866,4,"Schizopathes affinis",3631.5,-137.5,-18.5
"19196",5866,4,"Bathypathes patula",3631.5,-137.5,-18.5
"19197",5866,4,"Abyssopathes lyra",3631.5,-137.5,-18.5
"19198",5866,4,"Alternatipathes alternata",3631.5,-137.5,-18.5
"19199",5867,2,"Bathypathes patula",519.500244141,-136.5,-18.5
"19200",5867,2,"Alternatipathes alternata",519.500244141,-136.5,-18.5
"19201",5868,4,"Schizopathes affinis",3025.5,-135.5,-18.5
"19202",5868,4,"Bathypathes patula",3025.5,-135.5,-18.5
"19203",5868,4,"Abyssopathes lyra",3025.5,-135.5,-18.5
"19204",5868,4,"Alternatipathes alternata",3025.5,-135.5,-18.5
"19205",5869,4,"Abyssopathes lyra",3452.75,-134.5,-18.5
"19206",5869,4,"Alternatipathes alternata",3452.75,-134.5,-18.5
"19207",5869,4,"Bathypathes patula",3452.75,-134.5,-18.5
"19208",5869,4,"Schizopathes affinis",3452.75,-134.5,-18.5
"19209",5870,4,"Abyssopathes lyra",3740,-133.5,-18.5
"19210",5870,4,"Schizopathes affinis",3740,-133.5,-18.5
"19211",5870,4,"Alternatipathes alternata",3740,-133.5,-18.5
"19212",5870,4,"Bathypathes patula",3740,-133.5,-18.5
"19213",5871,4,"Schizopathes affinis",4276.5,-132.5,-18.5
"19214",5871,4,"Abyssopathes lyra",4276.5,-132.5,-18.5
"19215",5871,4,"Alternatipathes alternata",4276.5,-132.5,-18.5
"19216",5871,4,"Bathypathes patula",4276.5,-132.5,-18.5
"19217",5872,4,"Bathypathes patula",4321.75,-131.5,-18.5
"19218",5872,4,"Alternatipathes alternata",4321.75,-131.5,-18.5
"19219",5872,4,"Abyssopathes lyra",4321.75,-131.5,-18.5
"19220",5872,4,"Schizopathes affinis",4321.75,-131.5,-18.5
"19221",5873,4,"Bathypathes patula",4171.5,-130.5,-18.5
"19222",5873,4,"Alternatipathes alternata",4171.5,-130.5,-18.5
"19223",5873,4,"Schizopathes affinis",4171.5,-130.5,-18.5
"19224",5873,4,"Abyssopathes lyra",4171.5,-130.5,-18.5
"19225",5874,4,"Abyssopathes lyra",4108,-129.5,-18.5
"19226",5874,4,"Schizopathes affinis",4108,-129.5,-18.5
"19227",5874,4,"Bathypathes patula",4108,-129.5,-18.5
"19228",5874,4,"Alternatipathes alternata",4108,-129.5,-18.5
"19229",5875,4,"Alternatipathes alternata",4104.25,-128.5,-18.5
"19230",5875,4,"Bathypathes patula",4104.25,-128.5,-18.5
"19231",5875,4,"Abyssopathes lyra",4104.25,-128.5,-18.5
"19232",5875,4,"Schizopathes affinis",4104.25,-128.5,-18.5
"19233",5876,4,"Alternatipathes alternata",3975.25,-127.5,-18.5
"19234",5876,4,"Bathypathes patula",3975.25,-127.5,-18.5
"19235",5876,4,"Schizopathes affinis",3975.25,-127.5,-18.5
"19236",5876,4,"Abyssopathes lyra",3975.25,-127.5,-18.5
"19237",5877,4,"Bathypathes patula",4047,-126.5,-18.5
"19238",5877,4,"Abyssopathes lyra",4047,-126.5,-18.5
"19239",5877,4,"Alternatipathes alternata",4047,-126.5,-18.5
"19240",5877,4,"Schizopathes affinis",4047,-126.5,-18.5
"19241",5878,4,"Alternatipathes alternata",3670.25,-125.5,-18.5
"19242",5878,4,"Schizopathes affinis",3670.25,-125.5,-18.5
"19243",5878,4,"Bathypathes patula",3670.25,-125.5,-18.5
"19244",5878,4,"Abyssopathes lyra",3670.25,-125.5,-18.5
"19245",5879,4,"Alternatipathes alternata",3866.75,-124.5,-18.5
"19246",5879,4,"Schizopathes affinis",3866.75,-124.5,-18.5
"19247",5879,4,"Bathypathes patula",3866.75,-124.5,-18.5
"19248",5879,4,"Abyssopathes lyra",3866.75,-124.5,-18.5
"19249",5880,4,"Bathypathes patula",3529.75,-123.5,-18.5
"19250",5880,4,"Alternatipathes alternata",3529.75,-123.5,-18.5
"19251",5880,4,"Schizopathes affinis",3529.75,-123.5,-18.5
"19252",5880,4,"Abyssopathes lyra",3529.75,-123.5,-18.5
"19253",5881,4,"Alternatipathes alternata",3764.25,-122.5,-18.5
"19254",5881,4,"Abyssopathes lyra",3764.25,-122.5,-18.5
"19255",5881,4,"Bathypathes patula",3764.25,-122.5,-18.5
"19256",5881,4,"Schizopathes affinis",3764.25,-122.5,-18.5
"19257",5882,4,"Alternatipathes alternata",3663.5,-121.5,-18.5
"19258",5882,4,"Bathypathes patula",3663.5,-121.5,-18.5
"19259",5882,4,"Schizopathes affinis",3663.5,-121.5,-18.5
"19260",5882,4,"Abyssopathes lyra",3663.5,-121.5,-18.5
"19261",5883,4,"Alternatipathes alternata",3598.5,-120.5,-18.5
"19262",5883,4,"Schizopathes affinis",3598.5,-120.5,-18.5
"19263",5883,4,"Abyssopathes lyra",3598.5,-120.5,-18.5
"19264",5883,4,"Bathypathes patula",3598.5,-120.5,-18.5
"19265",5884,4,"Alternatipathes alternata",3624,-119.5,-18.5
"19266",5884,4,"Abyssopathes lyra",3624,-119.5,-18.5
"19267",5884,4,"Bathypathes patula",3624,-119.5,-18.5
"19268",5884,4,"Schizopathes affinis",3624,-119.5,-18.5
"19269",5885,4,"Bathypathes patula",3601.75,-118.5,-18.5
"19270",5885,4,"Schizopathes affinis",3601.75,-118.5,-18.5
"19271",5885,4,"Abyssopathes lyra",3601.75,-118.5,-18.5
"19272",5885,4,"Alternatipathes alternata",3601.75,-118.5,-18.5
"19273",5886,3,"Abyssopathes lyra",3450.5,-117.5,-18.5
"19274",5886,3,"Alternatipathes alternata",3450.5,-117.5,-18.5
"19275",5886,3,"Bathypathes patula",3450.5,-117.5,-18.5
"19276",5887,3,"Bathypathes patula",3329.25,-116.5,-18.5
"19277",5887,3,"Abyssopathes lyra",3329.25,-116.5,-18.5
"19278",5887,3,"Alternatipathes alternata",3329.25,-116.5,-18.5
"19279",5888,3,"Alternatipathes alternata",3179.5,-115.5,-18.5
"19280",5888,3,"Bathypathes patula",3179.5,-115.5,-18.5
"19281",5888,3,"Abyssopathes lyra",3179.5,-115.5,-18.5
"19282",5889,3,"Alternatipathes alternata",3096.5,-114.5,-18.5
"19283",5889,3,"Bathypathes patula",3096.5,-114.5,-18.5
"19284",5889,3,"Abyssopathes lyra",3096.5,-114.5,-18.5
"19285",5890,3,"Abyssopathes lyra",3086,-113.5,-18.5
"19286",5890,3,"Alternatipathes alternata",3086,-113.5,-18.5
"19287",5890,3,"Bathypathes patula",3086,-113.5,-18.5
"19288",5891,3,"Abyssopathes lyra",3199.5,-112.5,-18.5
"19289",5891,3,"Bathypathes patula",3199.5,-112.5,-18.5
"19290",5891,3,"Alternatipathes alternata",3199.5,-112.5,-18.5
"19291",5892,3,"Bathypathes patula",3353.5,-111.5,-18.5
"19292",5892,3,"Alternatipathes alternata",3353.5,-111.5,-18.5
"19293",5892,3,"Abyssopathes lyra",3353.5,-111.5,-18.5
"19294",5893,3,"Alternatipathes alternata",3508.5,-110.5,-18.5
"19295",5893,3,"Abyssopathes lyra",3508.5,-110.5,-18.5
"19296",5893,3,"Bathypathes patula",3508.5,-110.5,-18.5
"19297",5894,3,"Alternatipathes alternata",3801.25,-109.5,-18.5
"19298",5894,3,"Abyssopathes lyra",3801.25,-109.5,-18.5
"19299",5894,3,"Bathypathes patula",3801.25,-109.5,-18.5
"19300",5895,3,"Alternatipathes alternata",3734.75,-108.5,-18.5
"19301",5895,3,"Bathypathes patula",3734.75,-108.5,-18.5
"19302",5895,3,"Abyssopathes lyra",3734.75,-108.5,-18.5
"19303",5896,3,"Bathypathes patula",3753,-107.5,-18.5
"19304",5896,3,"Alternatipathes alternata",3753,-107.5,-18.5
"19305",5896,3,"Abyssopathes lyra",3753,-107.5,-18.5
"19306",5897,3,"Alternatipathes alternata",3793.5,-106.5,-18.5
"19307",5897,3,"Bathypathes patula",3793.5,-106.5,-18.5
"19308",5897,3,"Abyssopathes lyra",3793.5,-106.5,-18.5
"19309",5898,2,"Alternatipathes alternata",3995.75,-105.5,-18.5
"19310",5898,2,"Bathypathes patula",3995.75,-105.5,-18.5
"19311",5899,2,"Alternatipathes alternata",3981.5,-104.5,-18.5
"19312",5899,2,"Bathypathes patula",3981.5,-104.5,-18.5
"19313",5900,2,"Bathypathes patula",3955.75,-103.5,-18.5
"19314",5900,2,"Alternatipathes alternata",3955.75,-103.5,-18.5
"19315",5901,2,"Bathypathes patula",4165.25,-102.5,-18.5
"19316",5901,2,"Alternatipathes alternata",4165.25,-102.5,-18.5
"19317",5902,2,"Bathypathes patula",4010.25,-101.5,-18.5
"19318",5902,2,"Alternatipathes alternata",4010.25,-101.5,-18.5
"19319",5903,2,"Alternatipathes alternata",4058.75,-100.5,-18.5
"19320",5903,2,"Bathypathes patula",4058.75,-100.5,-18.5
"19321",5904,2,"Alternatipathes alternata",4213,-99.5,-18.5
"19322",5904,2,"Bathypathes patula",4213,-99.5,-18.5
"19323",5905,2,"Alternatipathes alternata",4137,-98.5,-18.5
"19324",5905,2,"Bathypathes patula",4137,-98.5,-18.5
"19325",5906,2,"Alternatipathes alternata",4247.5,-97.5,-18.5
"19326",5906,2,"Bathypathes patula",4247.5,-97.5,-18.5
"19327",5907,2,"Alternatipathes alternata",4155.75,-96.5,-18.5
"19328",5907,2,"Bathypathes patula",4155.75,-96.5,-18.5
"19329",5908,2,"Alternatipathes alternata",4163.25,-95.5,-18.5
"19330",5908,2,"Bathypathes patula",4163.25,-95.5,-18.5
"19331",5909,1,"Bathypathes patula",3990.25,-94.5,-18.5
"19332",5910,1,"Bathypathes patula",4175,-93.5,-18.5
"19333",5911,1,"Bathypathes patula",4387,-92.5,-18.5
"19334",5912,1,"Bathypathes patula",4270.25,-91.5,-18.5
"19335",5913,1,"Bathypathes patula",4195.5,-90.5,-18.5
"19336",5914,1,"Bathypathes patula",4277,-89.5,-18.5
"19337",5915,1,"Bathypathes patula",4358.25,-88.5,-18.5
"19338",5916,1,"Bathypathes patula",4405,-87.5,-18.5
"19339",5917,1,"Bathypathes patula",4322.25,-86.5,-18.5
"19340",5918,1,"Bathypathes patula",4290,-85.5,-18.5
"19341",5919,1,"Bathypathes patula",4582,-84.5,-18.5
"19342",5920,1,"Bathypathes patula",4479.75,-83.5,-18.5
"19343",5928,1,"Bathypathes patula",1232.00024414,-179.5,-17.5
"19344",5929,4,"Alternatipathes alternata",1266.74987793,-178.5,-17.5
"19345",5929,4,"Bathypathes patula",1266.74987793,-178.5,-17.5
"19346",5929,4,"Stichopathes spiessi",1266.74987793,-178.5,-17.5
"19347",5929,4,"Trissopathes pseudotristicha",1266.74987793,-178.5,-17.5
"19348",5930,5,"Alternatipathes alternata",2129.5,-177.5,-17.5
"19349",5930,5,"Trissopathes pseudotristicha",2129.5,-177.5,-17.5
"19350",5930,5,"Bathypathes patula",2129.5,-177.5,-17.5
"19351",5930,5,"Schizopathes affinis",2129.5,-177.5,-17.5
"19352",5930,5,"Trissopathes tristicha",2129.5,-177.5,-17.5
"19353",5931,4,"Bathypathes patula",2368.25,-176.5,-17.5
"19354",5931,4,"Alternatipathes alternata",2368.25,-176.5,-17.5
"19355",5931,4,"Schizopathes affinis",2368.25,-176.5,-17.5
"19356",5931,4,"Trissopathes pseudotristicha",2368.25,-176.5,-17.5
"19357",5932,5,"Trissopathes tristicha",2301.75,-175.5,-17.5
"19358",5932,5,"Schizopathes affinis",2301.75,-175.5,-17.5
"19359",5932,5,"Trissopathes pseudotristicha",2301.75,-175.5,-17.5
"19360",5932,5,"Bathypathes patula",2301.75,-175.5,-17.5
"19361",5932,5,"Alternatipathes alternata",2301.75,-175.5,-17.5
"19362",5933,5,"Trissopathes tristicha",2068.25,-174.5,-17.5
"19363",5933,5,"Trissopathes pseudotristicha",2068.25,-174.5,-17.5
"19364",5933,5,"Schizopathes affinis",2068.25,-174.5,-17.5
"19365",5933,5,"Alternatipathes alternata",2068.25,-174.5,-17.5
"19366",5933,5,"Bathypathes patula",2068.25,-174.5,-17.5
"19367",5934,4,"Bathypathes patula",1305.75,-173.5,-17.5
