"","TARGET_FID","richness","species1","depth","x","y","min_depth","max_depth","min_lat","max_lat"
"11537",6312,3,"Abyssopathes lyra",3498.25,-107.5,-14.5,2050,5772.36,-67.916672,36.17
"11538",6312,3,"Alternatipathes alternata",3498.25,-107.5,-14.5,182,5089,-70.333328,56.350281
"11539",6312,3,"Bathypathes patula",3498.25,-107.5,-14.5,273,5303.52,-68.120833,59.04833
"11540",6313,2,"Alternatipathes alternata",3742.25,-106.5,-14.5,182,5089,-70.333328,56.350281
"11541",6313,2,"Bathypathes patula",3742.25,-106.5,-14.5,273,5303.52,-68.120833,59.04833
"11542",6314,2,"Alternatipathes alternata",3821.75,-105.5,-14.5,182,5089,-70.333328,56.350281
"11543",6314,2,"Bathypathes patula",3821.75,-105.5,-14.5,273,5303.52,-68.120833,59.04833
"11544",6315,2,"Alternatipathes alternata",3933.5,-104.5,-14.5,182,5089,-70.333328,56.350281
"11545",6315,2,"Bathypathes patula",3933.5,-104.5,-14.5,273,5303.52,-68.120833,59.04833
"11546",6316,2,"Alternatipathes alternata",4181.5,-103.5,-14.5,182,5089,-70.333328,56.350281
"11547",6316,2,"Bathypathes patula",4181.5,-103.5,-14.5,273,5303.52,-68.120833,59.04833
"11548",6317,2,"Alternatipathes alternata",3758.75,-102.5,-14.5,182,5089,-70.333328,56.350281
"11549",6317,2,"Bathypathes patula",3758.75,-102.5,-14.5,273,5303.52,-68.120833,59.04833
"11550",6318,2,"Alternatipathes alternata",4356.25,-101.5,-14.5,182,5089,-70.333328,56.350281
"11551",6318,2,"Bathypathes patula",4356.25,-101.5,-14.5,273,5303.52,-68.120833,59.04833
"11552",6319,2,"Alternatipathes alternata",3476.75,-100.5,-14.5,182,5089,-70.333328,56.350281
"11553",6319,2,"Bathypathes patula",3476.75,-100.5,-14.5,273,5303.52,-68.120833,59.04833
"11554",6320,2,"Alternatipathes alternata",3840.5,-99.5,-14.5,182,5089,-70.333328,56.350281
"11555",6320,2,"Bathypathes patula",3840.5,-99.5,-14.5,273,5303.52,-68.120833,59.04833
"11556",6321,2,"Alternatipathes alternata",3470.75,-98.5,-14.5,182,5089,-70.333328,56.350281
"11557",6321,2,"Bathypathes patula",3470.75,-98.5,-14.5,273,5303.52,-68.120833,59.04833
"11558",6322,2,"Alternatipathes alternata",3407.25,-97.5,-14.5,182,5089,-70.333328,56.350281
"11559",6322,2,"Bathypathes patula",3407.25,-97.5,-14.5,273,5303.52,-68.120833,59.04833
"11560",6323,2,"Alternatipathes alternata",3722.75,-96.5,-14.5,182,5089,-70.333328,56.350281
"11561",6323,2,"Bathypathes patula",3722.75,-96.5,-14.5,273,5303.52,-68.120833,59.04833
"11562",6324,2,"Alternatipathes alternata",3762.25,-95.5,-14.5,182,5089,-70.333328,56.350281
"11563",6324,2,"Bathypathes patula",3762.25,-95.5,-14.5,273,5303.52,-68.120833,59.04833
"11564",6325,1,"Bathypathes patula",3832.25,-94.5,-14.5,273,5303.52,-68.120833,59.04833
"11565",6326,1,"Bathypathes patula",3918.5,-93.5,-14.5,273,5303.52,-68.120833,59.04833
"11566",6327,1,"Bathypathes patula",3642.25,-92.5,-14.5,273,5303.52,-68.120833,59.04833
"11567",6328,1,"Bathypathes patula",3967.25,-91.5,-14.5,273,5303.52,-68.120833,59.04833
"11568",6329,1,"Bathypathes patula",3932.75,-90.5,-14.5,273,5303.52,-68.120833,59.04833
"11569",6330,1,"Bathypathes patula",4153.5,-89.5,-14.5,273,5303.52,-68.120833,59.04833
"11570",6331,1,"Bathypathes patula",4281.25,-88.5,-14.5,273,5303.52,-68.120833,59.04833
"11571",6332,1,"Bathypathes patula",4680,-87.5,-14.5,273,5303.52,-68.120833,59.04833
"11572",6333,1,"Bathypathes patula",4614,-86.5,-14.5,273,5303.52,-68.120833,59.04833
"11573",6334,1,"Bathypathes patula",4761.75,-85.5,-14.5,273,5303.52,-68.120833,59.04833
"11574",6335,1,"Bathypathes patula",4807.75,-84.5,-14.5,273,5303.52,-68.120833,59.04833
"11575",6345,5,"Abyssopathes lyra",2341.25,-178.5,-13.5,2050,5772.36,-67.916672,36.17
"11576",6345,5,"Alternatipathes alternata",2341.25,-178.5,-13.5,182,5089,-70.333328,56.350281
"11577",6345,5,"Bathypathes patula",2341.25,-178.5,-13.5,273,5303.52,-68.120833,59.04833
"11578",6345,5,"Schizopathes affinis",2341.25,-178.5,-13.5,1576,4923,-61.400002,35.552
"11579",6345,5,"Trissopathes pseudotristicha",2341.25,-178.5,-13.5,284,2800,-36.5,56.3694
"11580",6346,4,"Abyssopathes lyra",2963,-177.5,-13.5,2050,5772.36,-67.916672,36.17
"11581",6346,4,"Alternatipathes alternata",2963,-177.5,-13.5,182,5089,-70.333328,56.350281
"11582",6346,4,"Bathypathes patula",2963,-177.5,-13.5,273,5303.52,-68.120833,59.04833
"11583",6346,4,"Schizopathes affinis",2963,-177.5,-13.5,1576,4923,-61.400002,35.552
"11584",6347,4,"Abyssopathes lyra",3287,-176.5,-13.5,2050,5772.36,-67.916672,36.17
"11585",6347,4,"Alternatipathes alternata",3287,-176.5,-13.5,182,5089,-70.333328,56.350281
"11586",6347,4,"Bathypathes patula",3287,-176.5,-13.5,273,5303.52,-68.120833,59.04833
"11587",6347,4,"Schizopathes affinis",3287,-176.5,-13.5,1576,4923,-61.400002,35.552
"11588",6348,4,"Abyssopathes lyra",4133.75,-175.5,-13.5,2050,5772.36,-67.916672,36.17
"11589",6348,4,"Alternatipathes alternata",4133.75,-175.5,-13.5,182,5089,-70.333328,56.350281
"11590",6348,4,"Bathypathes patula",4133.75,-175.5,-13.5,273,5303.52,-68.120833,59.04833
"11591",6348,4,"Schizopathes affinis",4133.75,-175.5,-13.5,1576,4923,-61.400002,35.552
"11592",6349,4,"Abyssopathes lyra",4404,-174.5,-13.5,2050,5772.36,-67.916672,36.17
"11593",6349,4,"Alternatipathes alternata",4404,-174.5,-13.5,182,5089,-70.333328,56.350281
"11594",6349,4,"Bathypathes patula",4404,-174.5,-13.5,273,5303.52,-68.120833,59.04833
"11595",6349,4,"Schizopathes affinis",4404,-174.5,-13.5,1576,4923,-61.400002,35.552
"11596",6350,4,"Abyssopathes lyra",4730.5,-173.5,-13.5,2050,5772.36,-67.916672,36.17
"11597",6350,4,"Alternatipathes alternata",4730.5,-173.5,-13.5,182,5089,-70.333328,56.350281
"11598",6350,4,"Bathypathes patula",4730.5,-173.5,-13.5,273,5303.52,-68.120833,59.04833
"11599",6350,4,"Schizopathes affinis",4730.5,-173.5,-13.5,1576,4923,-61.400002,35.552
"11600",6352,4,"Abyssopathes lyra",4526.75,-171.5,-13.5,2050,5772.36,-67.916672,36.17
"11601",6352,4,"Alternatipathes alternata",4526.75,-171.5,-13.5,182,5089,-70.333328,56.350281
"11602",6352,4,"Bathypathes patula",4526.75,-171.5,-13.5,273,5303.52,-68.120833,59.04833
"11603",6352,4,"Schizopathes affinis",4526.75,-171.5,-13.5,1576,4923,-61.400002,35.552
"11604",6353,4,"Abyssopathes lyra",4759,-170.5,-13.5,2050,5772.36,-67.916672,36.17
"11605",6353,4,"Alternatipathes alternata",4759,-170.5,-13.5,182,5089,-70.333328,56.350281
"11606",6353,4,"Bathypathes patula",4759,-170.5,-13.5,273,5303.52,-68.120833,59.04833
"11607",6353,4,"Schizopathes affinis",4759,-170.5,-13.5,1576,4923,-61.400002,35.552
"11608",6354,3,"Abyssopathes lyra",4963.75,-169.5,-13.5,2050,5772.36,-67.916672,36.17
"11609",6354,3,"Alternatipathes alternata",4963.75,-169.5,-13.5,182,5089,-70.333328,56.350281
"11610",6354,3,"Bathypathes patula",4963.75,-169.5,-13.5,273,5303.52,-68.120833,59.04833
"11611",6355,2,"Abyssopathes lyra",5136.5,-168.5,-13.5,2050,5772.36,-67.916672,36.17
"11612",6355,2,"Bathypathes patula",5136.5,-168.5,-13.5,273,5303.52,-68.120833,59.04833
"11613",6356,1,"Abyssopathes lyra",5525.25,-167.5,-13.5,2050,5772.36,-67.916672,36.17
"11614",6357,1,"Abyssopathes lyra",5631,-166.5,-13.5,2050,5772.36,-67.916672,36.17
"11615",6358,1,"Abyssopathes lyra",5620.25,-165.5,-13.5,2050,5772.36,-67.916672,36.17
"11616",6359,1,"Abyssopathes lyra",5473.25,-164.5,-13.5,2050,5772.36,-67.916672,36.17
"11617",6360,4,"Abyssopathes lyra",4671,-163.5,-13.5,2050,5772.36,-67.916672,36.17
"11618",6360,4,"Alternatipathes alternata",4671,-163.5,-13.5,182,5089,-70.333328,56.350281
"11619",6360,4,"Bathypathes patula",4671,-163.5,-13.5,273,5303.52,-68.120833,59.04833
"11620",6360,4,"Schizopathes affinis",4671,-163.5,-13.5,1576,4923,-61.400002,35.552
"11621",6361,4,"Abyssopathes lyra",3405.25,-162.5,-13.5,2050,5772.36,-67.916672,36.17
"11622",6361,4,"Alternatipathes alternata",3405.25,-162.5,-13.5,182,5089,-70.333328,56.350281
"11623",6361,4,"Bathypathes patula",3405.25,-162.5,-13.5,273,5303.52,-68.120833,59.04833
"11624",6361,4,"Schizopathes affinis",3405.25,-162.5,-13.5,1576,4923,-61.400002,35.552
"11625",6362,5,"Abyssopathes lyra",2471.75,-161.5,-13.5,2050,5772.36,-67.916672,36.17
"11626",6362,5,"Alternatipathes alternata",2471.75,-161.5,-13.5,182,5089,-70.333328,56.350281
"11627",6362,5,"Bathypathes patula",2471.75,-161.5,-13.5,273,5303.52,-68.120833,59.04833
"11628",6362,5,"Schizopathes affinis",2471.75,-161.5,-13.5,1576,4923,-61.400002,35.552
"11629",6362,5,"Trissopathes pseudotristicha",2471.75,-161.5,-13.5,284,2800,-36.5,56.3694
"11630",6363,4,"Abyssopathes lyra",4903.5,-160.5,-13.5,2050,5772.36,-67.916672,36.17
"11631",6363,4,"Alternatipathes alternata",4903.5,-160.5,-13.5,182,5089,-70.333328,56.350281
"11632",6363,4,"Bathypathes patula",4903.5,-160.5,-13.5,273,5303.52,-68.120833,59.04833
"11633",6363,4,"Schizopathes affinis",4903.5,-160.5,-13.5,1576,4923,-61.400002,35.552
"11634",6364,2,"Abyssopathes lyra",5147,-159.5,-13.5,2050,5772.36,-67.916672,36.17
"11635",6364,2,"Bathypathes patula",5147,-159.5,-13.5,273,5303.52,-68.120833,59.04833
"11636",6365,1,"Abyssopathes lyra",5496.25,-158.5,-13.5,2050,5772.36,-67.916672,36.17
"11637",6366,1,"Abyssopathes lyra",5305.25,-157.5,-13.5,2050,5772.36,-67.916672,36.17
"11638",6367,2,"Abyssopathes lyra",5135.5,-156.5,-13.5,2050,5772.36,-67.916672,36.17
"11639",6367,2,"Bathypathes patula",5135.5,-156.5,-13.5,273,5303.52,-68.120833,59.04833
"11640",6368,3,"Abyssopathes lyra",5071,-155.5,-13.5,2050,5772.36,-67.916672,36.17
"11641",6368,3,"Alternatipathes alternata",5071,-155.5,-13.5,182,5089,-70.333328,56.350281
"11642",6368,3,"Bathypathes patula",5071,-155.5,-13.5,273,5303.52,-68.120833,59.04833
"11643",6369,2,"Abyssopathes lyra",5159,-154.5,-13.5,2050,5772.36,-67.916672,36.17
"11644",6369,2,"Bathypathes patula",5159,-154.5,-13.5,273,5303.52,-68.120833,59.04833
"11645",6370,1,"Abyssopathes lyra",5433,-153.5,-13.5,2050,5772.36,-67.916672,36.17
"11646",6371,3,"Abyssopathes lyra",5051.25,-152.5,-13.5,2050,5772.36,-67.916672,36.17
"11647",6371,3,"Alternatipathes alternata",5051.25,-152.5,-13.5,182,5089,-70.333328,56.350281
"11648",6371,3,"Bathypathes patula",5051.25,-152.5,-13.5,273,5303.52,-68.120833,59.04833
"11649",6372,4,"Abyssopathes lyra",4859.75,-151.5,-13.5,2050,5772.36,-67.916672,36.17
"11650",6372,4,"Alternatipathes alternata",4859.75,-151.5,-13.5,182,5089,-70.333328,56.350281
"11651",6372,4,"Bathypathes patula",4859.75,-151.5,-13.5,273,5303.52,-68.120833,59.04833
"11652",6372,4,"Schizopathes affinis",4859.75,-151.5,-13.5,1576,4923,-61.400002,35.552
"11653",6373,4,"Abyssopathes lyra",4666,-150.5,-13.5,2050,5772.36,-67.916672,36.17
"11654",6373,4,"Alternatipathes alternata",4666,-150.5,-13.5,182,5089,-70.333328,56.350281
"11655",6373,4,"Bathypathes patula",4666,-150.5,-13.5,273,5303.52,-68.120833,59.04833
"11656",6373,4,"Schizopathes affinis",4666,-150.5,-13.5,1576,4923,-61.400002,35.552
"11657",6374,4,"Abyssopathes lyra",4319.75,-149.5,-13.5,2050,5772.36,-67.916672,36.17
"11658",6374,4,"Alternatipathes alternata",4319.75,-149.5,-13.5,182,5089,-70.333328,56.350281
"11659",6374,4,"Bathypathes patula",4319.75,-149.5,-13.5,273,5303.52,-68.120833,59.04833
"11660",6374,4,"Schizopathes affinis",4319.75,-149.5,-13.5,1576,4923,-61.400002,35.552
"11661",6375,4,"Abyssopathes lyra",4604.5,-148.5,-13.5,2050,5772.36,-67.916672,36.17
"11662",6375,4,"Alternatipathes alternata",4604.5,-148.5,-13.5,182,5089,-70.333328,56.350281
"11663",6375,4,"Bathypathes patula",4604.5,-148.5,-13.5,273,5303.52,-68.120833,59.04833
"11664",6375,4,"Schizopathes affinis",4604.5,-148.5,-13.5,1576,4923,-61.400002,35.552
"11665",6376,4,"Abyssopathes lyra",4555.25,-147.5,-13.5,2050,5772.36,-67.916672,36.17
"11666",6376,4,"Alternatipathes alternata",4555.25,-147.5,-13.5,182,5089,-70.333328,56.350281
"11667",6376,4,"Bathypathes patula",4555.25,-147.5,-13.5,273,5303.52,-68.120833,59.04833
"11668",6376,4,"Schizopathes affinis",4555.25,-147.5,-13.5,1576,4923,-61.400002,35.552
"11669",6377,4,"Abyssopathes lyra",4474.5,-146.5,-13.5,2050,5772.36,-67.916672,36.17
"11670",6377,4,"Alternatipathes alternata",4474.5,-146.5,-13.5,182,5089,-70.333328,56.350281
"11671",6377,4,"Bathypathes patula",4474.5,-146.5,-13.5,273,5303.52,-68.120833,59.04833
"11672",6377,4,"Schizopathes affinis",4474.5,-146.5,-13.5,1576,4923,-61.400002,35.552
"11673",6378,4,"Abyssopathes lyra",4244.5,-145.5,-13.5,2050,5772.36,-67.916672,36.17
"11674",6378,4,"Alternatipathes alternata",4244.5,-145.5,-13.5,182,5089,-70.333328,56.350281
"11675",6378,4,"Bathypathes patula",4244.5,-145.5,-13.5,273,5303.52,-68.120833,59.04833
"11676",6378,4,"Schizopathes affinis",4244.5,-145.5,-13.5,1576,4923,-61.400002,35.552
"11677",6379,4,"Abyssopathes lyra",4455.75,-144.5,-13.5,2050,5772.36,-67.916672,36.17
"11678",6379,4,"Alternatipathes alternata",4455.75,-144.5,-13.5,182,5089,-70.333328,56.350281
"11679",6379,4,"Bathypathes patula",4455.75,-144.5,-13.5,273,5303.52,-68.120833,59.04833
"11680",6379,4,"Schizopathes affinis",4455.75,-144.5,-13.5,1576,4923,-61.400002,35.552
"11681",6380,4,"Abyssopathes lyra",4567.75,-143.5,-13.5,2050,5772.36,-67.916672,36.17
"11682",6380,4,"Alternatipathes alternata",4567.75,-143.5,-13.5,182,5089,-70.333328,56.350281
"11683",6380,4,"Bathypathes patula",4567.75,-143.5,-13.5,273,5303.52,-68.120833,59.04833
"11684",6380,4,"Schizopathes affinis",4567.75,-143.5,-13.5,1576,4923,-61.400002,35.552
"11685",6381,4,"Abyssopathes lyra",4476.25,-142.5,-13.5,2050,5772.36,-67.916672,36.17
"11686",6381,4,"Alternatipathes alternata",4476.25,-142.5,-13.5,182,5089,-70.333328,56.350281
"11687",6381,4,"Bathypathes patula",4476.25,-142.5,-13.5,273,5303.52,-68.120833,59.04833
"11688",6381,4,"Schizopathes affinis",4476.25,-142.5,-13.5,1576,4923,-61.400002,35.552
"11689",6382,4,"Abyssopathes lyra",4374.5,-141.5,-13.5,2050,5772.36,-67.916672,36.17
"11690",6382,4,"Alternatipathes alternata",4374.5,-141.5,-13.5,182,5089,-70.333328,56.350281
"11691",6382,4,"Bathypathes patula",4374.5,-141.5,-13.5,273,5303.52,-68.120833,59.04833
"11692",6382,4,"Schizopathes affinis",4374.5,-141.5,-13.5,1576,4923,-61.400002,35.552
"11693",6383,4,"Abyssopathes lyra",4053,-140.5,-13.5,2050,5772.36,-67.916672,36.17
"11694",6383,4,"Alternatipathes alternata",4053,-140.5,-13.5,182,5089,-70.333328,56.350281
"11695",6383,4,"Bathypathes patula",4053,-140.5,-13.5,273,5303.52,-68.120833,59.04833
"11696",6383,4,"Schizopathes affinis",4053,-140.5,-13.5,1576,4923,-61.400002,35.552
"11697",6384,4,"Abyssopathes lyra",3835.5,-139.5,-13.5,2050,5772.36,-67.916672,36.17
"11698",6384,4,"Alternatipathes alternata",3835.5,-139.5,-13.5,182,5089,-70.333328,56.350281
"11699",6384,4,"Bathypathes patula",3835.5,-139.5,-13.5,273,5303.52,-68.120833,59.04833
"11700",6384,4,"Schizopathes affinis",3835.5,-139.5,-13.5,1576,4923,-61.400002,35.552
"11701",6385,4,"Abyssopathes lyra",4458.5,-138.5,-13.5,2050,5772.36,-67.916672,36.17
"11702",6385,4,"Alternatipathes alternata",4458.5,-138.5,-13.5,182,5089,-70.333328,56.350281
"11703",6385,4,"Bathypathes patula",4458.5,-138.5,-13.5,273,5303.52,-68.120833,59.04833
"11704",6385,4,"Schizopathes affinis",4458.5,-138.5,-13.5,1576,4923,-61.400002,35.552
"11705",6386,4,"Abyssopathes lyra",3985,-137.5,-13.5,2050,5772.36,-67.916672,36.17
"11706",6386,4,"Alternatipathes alternata",3985,-137.5,-13.5,182,5089,-70.333328,56.350281
"11707",6386,4,"Bathypathes patula",3985,-137.5,-13.5,273,5303.52,-68.120833,59.04833
"11708",6386,4,"Schizopathes affinis",3985,-137.5,-13.5,1576,4923,-61.400002,35.552
"11709",6387,4,"Abyssopathes lyra",4248.25,-136.5,-13.5,2050,5772.36,-67.916672,36.17
"11710",6387,4,"Alternatipathes alternata",4248.25,-136.5,-13.5,182,5089,-70.333328,56.350281
"11711",6387,4,"Bathypathes patula",4248.25,-136.5,-13.5,273,5303.52,-68.120833,59.04833
"11712",6387,4,"Schizopathes affinis",4248.25,-136.5,-13.5,1576,4923,-61.400002,35.552
"11713",6388,4,"Abyssopathes lyra",4311,-135.5,-13.5,2050,5772.36,-67.916672,36.17
"11714",6388,4,"Alternatipathes alternata",4311,-135.5,-13.5,182,5089,-70.333328,56.350281
"11715",6388,4,"Bathypathes patula",4311,-135.5,-13.5,273,5303.52,-68.120833,59.04833
"11716",6388,4,"Schizopathes affinis",4311,-135.5,-13.5,1576,4923,-61.400002,35.552
"11717",6389,4,"Abyssopathes lyra",4203.75,-134.5,-13.5,2050,5772.36,-67.916672,36.17
"11718",6389,4,"Alternatipathes alternata",4203.75,-134.5,-13.5,182,5089,-70.333328,56.350281
"11719",6389,4,"Bathypathes patula",4203.75,-134.5,-13.5,273,5303.52,-68.120833,59.04833
"11720",6389,4,"Schizopathes affinis",4203.75,-134.5,-13.5,1576,4923,-61.400002,35.552
"11721",6390,4,"Abyssopathes lyra",4247.25,-133.5,-13.5,2050,5772.36,-67.916672,36.17
"11722",6390,4,"Alternatipathes alternata",4247.25,-133.5,-13.5,182,5089,-70.333328,56.350281
"11723",6390,4,"Bathypathes patula",4247.25,-133.5,-13.5,273,5303.52,-68.120833,59.04833
"11724",6390,4,"Schizopathes affinis",4247.25,-133.5,-13.5,1576,4923,-61.400002,35.552
"11725",6391,4,"Abyssopathes lyra",3992.75,-132.5,-13.5,2050,5772.36,-67.916672,36.17
"11726",6391,4,"Alternatipathes alternata",3992.75,-132.5,-13.5,182,5089,-70.333328,56.350281
"11727",6391,4,"Bathypathes patula",3992.75,-132.5,-13.5,273,5303.52,-68.120833,59.04833
"11728",6391,4,"Schizopathes affinis",3992.75,-132.5,-13.5,1576,4923,-61.400002,35.552
"11729",6392,4,"Abyssopathes lyra",4080.5,-131.5,-13.5,2050,5772.36,-67.916672,36.17
"11730",6392,4,"Alternatipathes alternata",4080.5,-131.5,-13.5,182,5089,-70.333328,56.350281
"11731",6392,4,"Bathypathes patula",4080.5,-131.5,-13.5,273,5303.52,-68.120833,59.04833
"11732",6392,4,"Schizopathes affinis",4080.5,-131.5,-13.5,1576,4923,-61.400002,35.552
"11733",6393,4,"Abyssopathes lyra",3899.25,-130.5,-13.5,2050,5772.36,-67.916672,36.17
"11734",6393,4,"Alternatipathes alternata",3899.25,-130.5,-13.5,182,5089,-70.333328,56.350281
"11735",6393,4,"Bathypathes patula",3899.25,-130.5,-13.5,273,5303.52,-68.120833,59.04833
"11736",6393,4,"Schizopathes affinis",3899.25,-130.5,-13.5,1576,4923,-61.400002,35.552
"11737",6394,4,"Abyssopathes lyra",3919.75,-129.5,-13.5,2050,5772.36,-67.916672,36.17
"11738",6394,4,"Alternatipathes alternata",3919.75,-129.5,-13.5,182,5089,-70.333328,56.350281
"11739",6394,4,"Bathypathes patula",3919.75,-129.5,-13.5,273,5303.52,-68.120833,59.04833
"11740",6394,4,"Schizopathes affinis",3919.75,-129.5,-13.5,1576,4923,-61.400002,35.552
"11741",6395,4,"Abyssopathes lyra",3859.5,-128.5,-13.5,2050,5772.36,-67.916672,36.17
"11742",6395,4,"Alternatipathes alternata",3859.5,-128.5,-13.5,182,5089,-70.333328,56.350281
"11743",6395,4,"Bathypathes patula",3859.5,-128.5,-13.5,273,5303.52,-68.120833,59.04833
"11744",6395,4,"Schizopathes affinis",3859.5,-128.5,-13.5,1576,4923,-61.400002,35.552
"11745",6396,4,"Abyssopathes lyra",4007,-127.5,-13.5,2050,5772.36,-67.916672,36.17
"11746",6396,4,"Alternatipathes alternata",4007,-127.5,-13.5,182,5089,-70.333328,56.350281
"11747",6396,4,"Bathypathes patula",4007,-127.5,-13.5,273,5303.52,-68.120833,59.04833
"11748",6396,4,"Schizopathes affinis",4007,-127.5,-13.5,1576,4923,-61.400002,35.552
"11749",6397,4,"Abyssopathes lyra",3978.5,-126.5,-13.5,2050,5772.36,-67.916672,36.17
"11750",6397,4,"Alternatipathes alternata",3978.5,-126.5,-13.5,182,5089,-70.333328,56.350281
"11751",6397,4,"Bathypathes patula",3978.5,-126.5,-13.5,273,5303.52,-68.120833,59.04833
"11752",6397,4,"Schizopathes affinis",3978.5,-126.5,-13.5,1576,4923,-61.400002,35.552
"11753",6398,4,"Abyssopathes lyra",3754,-125.5,-13.5,2050,5772.36,-67.916672,36.17
"11754",6398,4,"Alternatipathes alternata",3754,-125.5,-13.5,182,5089,-70.333328,56.350281
"11755",6398,4,"Bathypathes patula",3754,-125.5,-13.5,273,5303.52,-68.120833,59.04833
"11756",6398,4,"Schizopathes affinis",3754,-125.5,-13.5,1576,4923,-61.400002,35.552
"11757",6399,4,"Abyssopathes lyra",3880.25,-124.5,-13.5,2050,5772.36,-67.916672,36.17
"11758",6399,4,"Alternatipathes alternata",3880.25,-124.5,-13.5,182,5089,-70.333328,56.350281
"11759",6399,4,"Bathypathes patula",3880.25,-124.5,-13.5,273,5303.52,-68.120833,59.04833
"11760",6399,4,"Schizopathes affinis",3880.25,-124.5,-13.5,1576,4923,-61.400002,35.552
"11761",6400,4,"Abyssopathes lyra",3742.75,-123.5,-13.5,2050,5772.36,-67.916672,36.17
"11762",6400,4,"Alternatipathes alternata",3742.75,-123.5,-13.5,182,5089,-70.333328,56.350281
"11763",6400,4,"Bathypathes patula",3742.75,-123.5,-13.5,273,5303.52,-68.120833,59.04833
"11764",6400,4,"Schizopathes affinis",3742.75,-123.5,-13.5,1576,4923,-61.400002,35.552
"11765",6401,4,"Abyssopathes lyra",3503.25,-122.5,-13.5,2050,5772.36,-67.916672,36.17
"11766",6401,4,"Alternatipathes alternata",3503.25,-122.5,-13.5,182,5089,-70.333328,56.350281
"11767",6401,4,"Bathypathes patula",3503.25,-122.5,-13.5,273,5303.52,-68.120833,59.04833
"11768",6401,4,"Schizopathes affinis",3503.25,-122.5,-13.5,1576,4923,-61.400002,35.552
"11769",6402,4,"Abyssopathes lyra",3616.5,-121.5,-13.5,2050,5772.36,-67.916672,36.17
"11770",6402,4,"Alternatipathes alternata",3616.5,-121.5,-13.5,182,5089,-70.333328,56.350281
"11771",6402,4,"Bathypathes patula",3616.5,-121.5,-13.5,273,5303.52,-68.120833,59.04833
"11772",6402,4,"Schizopathes affinis",3616.5,-121.5,-13.5,1576,4923,-61.400002,35.552
"11773",6403,4,"Abyssopathes lyra",3593.5,-120.5,-13.5,2050,5772.36,-67.916672,36.17
"11774",6403,4,"Alternatipathes alternata",3593.5,-120.5,-13.5,182,5089,-70.333328,56.350281
"11775",6403,4,"Bathypathes patula",3593.5,-120.5,-13.5,273,5303.52,-68.120833,59.04833
"11776",6403,4,"Schizopathes affinis",3593.5,-120.5,-13.5,1576,4923,-61.400002,35.552
"11777",6404,3,"Abyssopathes lyra",3317.75,-119.5,-13.5,2050,5772.36,-67.916672,36.17
"11778",6404,3,"Alternatipathes alternata",3317.75,-119.5,-13.5,182,5089,-70.333328,56.350281
"11779",6404,3,"Bathypathes patula",3317.75,-119.5,-13.5,273,5303.52,-68.120833,59.04833
"11780",6405,3,"Abyssopathes lyra",3502.5,-118.5,-13.5,2050,5772.36,-67.916672,36.17
"11781",6405,3,"Alternatipathes alternata",3502.5,-118.5,-13.5,182,5089,-70.333328,56.350281
"11782",6405,3,"Bathypathes patula",3502.5,-118.5,-13.5,273,5303.52,-68.120833,59.04833
"11783",6406,3,"Abyssopathes lyra",3530,-117.5,-13.5,2050,5772.36,-67.916672,36.17
"11784",6406,3,"Alternatipathes alternata",3530,-117.5,-13.5,182,5089,-70.333328,56.350281
"11785",6406,3,"Bathypathes patula",3530,-117.5,-13.5,273,5303.52,-68.120833,59.04833
"11786",6407,3,"Abyssopathes lyra",3495,-116.5,-13.5,2050,5772.36,-67.916672,36.17
"11787",6407,3,"Alternatipathes alternata",3495,-116.5,-13.5,182,5089,-70.333328,56.350281
"11788",6407,3,"Bathypathes patula",3495,-116.5,-13.5,273,5303.52,-68.120833,59.04833
"11789",6408,3,"Abyssopathes lyra",2464.24951172,-115.5,-13.5,2050,5772.36,-67.916672,36.17
"11790",6408,3,"Alternatipathes alternata",2464.24951172,-115.5,-13.5,182,5089,-70.333328,56.350281
"11791",6408,3,"Bathypathes patula",2464.24951172,-115.5,-13.5,273,5303.52,-68.120833,59.04833
"11792",6409,3,"Abyssopathes lyra",3131.99975586,-114.5,-13.5,2050,5772.36,-67.916672,36.17
"11793",6409,3,"Alternatipathes alternata",3131.99975586,-114.5,-13.5,182,5089,-70.333328,56.350281
"11794",6409,3,"Bathypathes patula",3131.99975586,-114.5,-13.5,273,5303.52,-68.120833,59.04833
"11795",6410,3,"Abyssopathes lyra",3002.75,-113.5,-13.5,2050,5772.36,-67.916672,36.17
"11796",6410,3,"Alternatipathes alternata",3002.75,-113.5,-13.5,182,5089,-70.333328,56.350281
"11797",6410,3,"Bathypathes patula",3002.75,-113.5,-13.5,273,5303.52,-68.120833,59.04833
"11798",6411,3,"Abyssopathes lyra",3177.5,-112.5,-13.5,2050,5772.36,-67.916672,36.17
"11799",6411,3,"Alternatipathes alternata",3177.5,-112.5,-13.5,182,5089,-70.333328,56.350281
"11800",6411,3,"Bathypathes patula",3177.5,-112.5,-13.5,273,5303.52,-68.120833,59.04833
"11801",6412,3,"Abyssopathes lyra",3441.99951172,-111.5,-13.5,2050,5772.36,-67.916672,36.17
"11802",6412,3,"Alternatipathes alternata",3441.99951172,-111.5,-13.5,182,5089,-70.333328,56.350281
"11803",6412,3,"Bathypathes patula",3441.99951172,-111.5,-13.5,273,5303.52,-68.120833,59.04833
"11804",6413,3,"Abyssopathes lyra",3183.25,-110.5,-13.5,2050,5772.36,-67.916672,36.17
