"","TARGET_FID","richness","species","depth","x","y"
"15624",6700,4,"Schizopathes affinis",4440.75,-135.5,-10.5
"15625",6701,4,"Abyssopathes lyra",3668.25,-134.5,-10.5
"15626",6701,4,"Alternatipathes alternata",3668.25,-134.5,-10.5
"15627",6701,4,"Bathypathes patula",3668.25,-134.5,-10.5
"15628",6701,4,"Schizopathes affinis",3668.25,-134.5,-10.5
"15629",6702,4,"Abyssopathes lyra",4096.5,-133.5,-10.5
"15630",6702,4,"Alternatipathes alternata",4096.5,-133.5,-10.5
"15631",6702,4,"Bathypathes patula",4096.5,-133.5,-10.5
"15632",6702,4,"Schizopathes affinis",4096.5,-133.5,-10.5
"15633",6703,4,"Abyssopathes lyra",3970.75,-132.5,-10.5
"15634",6703,4,"Alternatipathes alternata",3970.75,-132.5,-10.5
"15635",6703,4,"Bathypathes patula",3970.75,-132.5,-10.5
"15636",6703,4,"Schizopathes affinis",3970.75,-132.5,-10.5
"15637",6704,4,"Abyssopathes lyra",4389.5,-131.5,-10.5
"15638",6704,4,"Alternatipathes alternata",4389.5,-131.5,-10.5
"15639",6704,4,"Bathypathes patula",4389.5,-131.5,-10.5
"15640",6704,4,"Schizopathes affinis",4389.5,-131.5,-10.5
"15641",6705,4,"Abyssopathes lyra",4065,-130.5,-10.5
"15642",6705,4,"Alternatipathes alternata",4065,-130.5,-10.5
"15643",6705,4,"Bathypathes patula",4065,-130.5,-10.5
"15644",6705,4,"Schizopathes affinis",4065,-130.5,-10.5
"15645",6706,4,"Abyssopathes lyra",4038.5,-129.5,-10.5
"15646",6706,4,"Alternatipathes alternata",4038.5,-129.5,-10.5
"15647",6706,4,"Bathypathes patula",4038.5,-129.5,-10.5
"15648",6706,4,"Schizopathes affinis",4038.5,-129.5,-10.5
"15649",6707,4,"Abyssopathes lyra",4103,-128.5,-10.5
"15650",6707,4,"Alternatipathes alternata",4103,-128.5,-10.5
"15651",6707,4,"Bathypathes patula",4103,-128.5,-10.5
"15652",6707,4,"Schizopathes affinis",4103,-128.5,-10.5
"15653",6708,4,"Abyssopathes lyra",4081,-127.5,-10.5
"15654",6708,4,"Alternatipathes alternata",4081,-127.5,-10.5
"15655",6708,4,"Bathypathes patula",4081,-127.5,-10.5
"15656",6708,4,"Schizopathes affinis",4081,-127.5,-10.5
"15657",6709,4,"Abyssopathes lyra",4051.25,-126.5,-10.5
"15658",6709,4,"Alternatipathes alternata",4051.25,-126.5,-10.5
"15659",6709,4,"Bathypathes patula",4051.25,-126.5,-10.5
"15660",6709,4,"Schizopathes affinis",4051.25,-126.5,-10.5
"15661",6710,4,"Abyssopathes lyra",4059.5,-125.5,-10.5
"15662",6710,4,"Alternatipathes alternata",4059.5,-125.5,-10.5
"15663",6710,4,"Bathypathes patula",4059.5,-125.5,-10.5
"15664",6710,4,"Schizopathes affinis",4059.5,-125.5,-10.5
"15665",6711,4,"Abyssopathes lyra",3940.25,-124.5,-10.5
"15666",6711,4,"Alternatipathes alternata",3940.25,-124.5,-10.5
"15667",6711,4,"Bathypathes patula",3940.25,-124.5,-10.5
"15668",6711,4,"Schizopathes affinis",3940.25,-124.5,-10.5
"15669",6712,4,"Abyssopathes lyra",4383,-123.5,-10.5
"15670",6712,4,"Alternatipathes alternata",4383,-123.5,-10.5
"15671",6712,4,"Bathypathes patula",4383,-123.5,-10.5
"15672",6712,4,"Schizopathes affinis",4383,-123.5,-10.5
"15673",6713,4,"Abyssopathes lyra",3878.5,-122.5,-10.5
"15674",6713,4,"Alternatipathes alternata",3878.5,-122.5,-10.5
"15675",6713,4,"Bathypathes patula",3878.5,-122.5,-10.5
"15676",6713,4,"Schizopathes affinis",3878.5,-122.5,-10.5
"15677",6714,4,"Abyssopathes lyra",3965.75,-121.5,-10.5
"15678",6714,4,"Alternatipathes alternata",3965.75,-121.5,-10.5
"15679",6714,4,"Bathypathes patula",3965.75,-121.5,-10.5
"15680",6714,4,"Schizopathes affinis",3965.75,-121.5,-10.5
"15681",6715,3,"Abyssopathes lyra",3964.25,-120.5,-10.5
"15682",6715,3,"Alternatipathes alternata",3964.25,-120.5,-10.5
"15683",6715,3,"Bathypathes patula",3964.25,-120.5,-10.5
"15684",6716,3,"Abyssopathes lyra",3922.99975586,-119.5,-10.5
"15685",6716,3,"Alternatipathes alternata",3922.99975586,-119.5,-10.5
"15686",6716,3,"Bathypathes patula",3922.99975586,-119.5,-10.5
"15687",6717,3,"Abyssopathes lyra",4124.25,-118.5,-10.5
"15688",6717,3,"Alternatipathes alternata",4124.25,-118.5,-10.5
"15689",6717,3,"Bathypathes patula",4124.25,-118.5,-10.5
"15690",6718,3,"Abyssopathes lyra",3949.5,-117.5,-10.5
"15691",6718,3,"Alternatipathes alternata",3949.5,-117.5,-10.5
"15692",6718,3,"Bathypathes patula",3949.5,-117.5,-10.5
"15693",6719,3,"Abyssopathes lyra",3965.5,-116.5,-10.5
"15694",6719,3,"Alternatipathes alternata",3965.5,-116.5,-10.5
"15695",6719,3,"Bathypathes patula",3965.5,-116.5,-10.5
"15696",6720,3,"Abyssopathes lyra",3760.25,-115.5,-10.5
"15697",6720,3,"Alternatipathes alternata",3760.25,-115.5,-10.5
"15698",6720,3,"Bathypathes patula",3760.25,-115.5,-10.5
"15699",6721,3,"Abyssopathes lyra",3874,-114.5,-10.5
"15700",6721,3,"Alternatipathes alternata",3874,-114.5,-10.5
"15701",6721,3,"Bathypathes patula",3874,-114.5,-10.5
"15702",6722,3,"Abyssopathes lyra",3463.5,-113.5,-10.5
"15703",6722,3,"Alternatipathes alternata",3463.5,-113.5,-10.5
"15704",6722,3,"Bathypathes patula",3463.5,-113.5,-10.5
"15705",6723,3,"Abyssopathes lyra",3311.25,-112.5,-10.5
"15706",6723,3,"Alternatipathes alternata",3311.25,-112.5,-10.5
"15707",6723,3,"Bathypathes patula",3311.25,-112.5,-10.5
"15708",6724,3,"Abyssopathes lyra",3289.5,-111.5,-10.5
"15709",6724,3,"Alternatipathes alternata",3289.5,-111.5,-10.5
"15710",6724,3,"Bathypathes patula",3289.5,-111.5,-10.5
"15711",6725,3,"Abyssopathes lyra",3096.75,-110.5,-10.5
"15712",6725,3,"Alternatipathes alternata",3096.75,-110.5,-10.5
"15713",6725,3,"Bathypathes patula",3096.75,-110.5,-10.5
"15714",6726,3,"Abyssopathes lyra",3382.75,-109.5,-10.5
"15715",6726,3,"Alternatipathes alternata",3382.75,-109.5,-10.5
"15716",6726,3,"Bathypathes patula",3382.75,-109.5,-10.5
"15717",6727,2,"Alternatipathes alternata",3460.25,-108.5,-10.5
"15718",6727,2,"Bathypathes patula",3460.25,-108.5,-10.5
"15719",6728,2,"Alternatipathes alternata",3608,-107.5,-10.5
"15720",6728,2,"Bathypathes patula",3608,-107.5,-10.5
"15721",6729,2,"Alternatipathes alternata",3419.75,-106.5,-10.5
"15722",6729,2,"Bathypathes patula",3419.75,-106.5,-10.5
"15723",6730,2,"Alternatipathes alternata",3834,-105.5,-10.5
"15724",6730,2,"Bathypathes patula",3834,-105.5,-10.5
"15725",6731,2,"Alternatipathes alternata",3801.75,-104.5,-10.5
"15726",6731,2,"Bathypathes patula",3801.75,-104.5,-10.5
"15727",6732,2,"Alternatipathes alternata",4081.75,-103.5,-10.5
"15728",6732,2,"Bathypathes patula",4081.75,-103.5,-10.5
"15729",6733,2,"Alternatipathes alternata",4108.25,-102.5,-10.5
"15730",6733,2,"Bathypathes patula",4108.25,-102.5,-10.5
"15731",6734,2,"Alternatipathes alternata",4622.5,-101.5,-10.5
"15732",6734,2,"Bathypathes patula",4622.5,-101.5,-10.5
"15733",6735,2,"Alternatipathes alternata",4036.25,-100.5,-10.5
"15734",6735,2,"Bathypathes patula",4036.25,-100.5,-10.5
"15735",6736,2,"Alternatipathes alternata",4112,-99.5,-10.5
"15736",6736,2,"Bathypathes patula",4112,-99.5,-10.5
"15737",6737,2,"Alternatipathes alternata",4142.75,-98.5,-10.5
"15738",6737,2,"Bathypathes patula",4142.75,-98.5,-10.5
"15739",6738,2,"Alternatipathes alternata",4014.75,-97.5,-10.5
"15740",6738,2,"Bathypathes patula",4014.75,-97.5,-10.5
"15741",6739,2,"Alternatipathes alternata",3966.75,-96.5,-10.5
"15742",6739,2,"Bathypathes patula",3966.75,-96.5,-10.5
"15743",6740,1,"Bathypathes patula",3721.75,-95.5,-10.5
"15744",6741,1,"Bathypathes patula",2934,-94.5,-10.5
"15745",6742,1,"Bathypathes patula",3574.75,-93.5,-10.5
"15746",6743,1,"Bathypathes patula",3871.25,-92.5,-10.5
"15747",6744,1,"Bathypathes patula",4000.99975586,-91.5,-10.5
"15748",6745,1,"Bathypathes patula",4181.5,-90.5,-10.5
"15749",6746,1,"Bathypathes patula",4205.5,-89.5,-10.5
"15750",6747,1,"Bathypathes patula",4237.25,-88.5,-10.5
"15751",6748,1,"Bathypathes patula",4366,-87.5,-10.5
"15752",6749,1,"Bathypathes patula",4220.75,-86.5,-10.5
"15753",6750,1,"Bathypathes patula",4545.75,-85.5,-10.5
"15754",6761,12,"Abyssopathes lyra",4892.75,-178.5,-9.5
"15755",6761,12,"Alternatipathes alternata",4892.75,-178.5,-9.5
"15756",6761,12,"Antipathes curvata",4892.75,-178.5,-9.5
"15757",6761,12,"Antipathes grandis",4892.75,-178.5,-9.5
"15758",6761,12,"Bathypathes patula",4892.75,-178.5,-9.5
"15759",6761,12,"Cirrhipathes anguina",4892.75,-178.5,-9.5
"15760",6761,12,"Dendropathes intermedia",4892.75,-178.5,-9.5
"15761",6761,12,"Myriopathes ulex",4892.75,-178.5,-9.5
"15762",6761,12,"Schizopathes affinis",4892.75,-178.5,-9.5
"15763",6761,12,"Stichopathes spiessi",4892.75,-178.5,-9.5
"15764",6761,12,"Trissopathes pseudotristicha",4892.75,-178.5,-9.5
"15765",6761,12,"Trissopathes tetracrada",4892.75,-178.5,-9.5
"15766",6762,12,"Abyssopathes lyra",5064.5,-177.5,-9.5
"15767",6762,12,"Alternatipathes alternata",5064.5,-177.5,-9.5
"15768",6762,12,"Antipathes curvata",5064.5,-177.5,-9.5
"15769",6762,12,"Antipathes grandis",5064.5,-177.5,-9.5
"15770",6762,12,"Bathypathes patula",5064.5,-177.5,-9.5
"15771",6762,12,"Cirrhipathes anguina",5064.5,-177.5,-9.5
"15772",6762,12,"Dendropathes intermedia",5064.5,-177.5,-9.5
"15773",6762,12,"Myriopathes ulex",5064.5,-177.5,-9.5
"15774",6762,12,"Schizopathes affinis",5064.5,-177.5,-9.5
"15775",6762,12,"Stichopathes spiessi",5064.5,-177.5,-9.5
"15776",6762,12,"Trissopathes pseudotristicha",5064.5,-177.5,-9.5
"15777",6762,12,"Trissopathes tristicha",5064.5,-177.5,-9.5
"15778",6763,12,"Abyssopathes lyra",4791.75,-176.5,-9.5
"15779",6763,12,"Alternatipathes alternata",4791.75,-176.5,-9.5
"15780",6763,12,"Antipathes curvata",4791.75,-176.5,-9.5
"15781",6763,12,"Antipathes grandis",4791.75,-176.5,-9.5
"15782",6763,12,"Bathypathes patula",4791.75,-176.5,-9.5
"15783",6763,12,"Cirrhipathes anguina",4791.75,-176.5,-9.5
"15784",6763,12,"Dendropathes intermedia",4791.75,-176.5,-9.5
"15785",6763,12,"Myriopathes ulex",4791.75,-176.5,-9.5
"15786",6763,12,"Schizopathes affinis",4791.75,-176.5,-9.5
"15787",6763,12,"Stichopathes spiessi",4791.75,-176.5,-9.5
"15788",6763,12,"Trissopathes pseudotristicha",4791.75,-176.5,-9.5
"15789",6763,12,"Trissopathes tristicha",4791.75,-176.5,-9.5
"15790",6764,12,"Abyssopathes lyra",4742.75,-175.5,-9.5
"15791",6764,12,"Alternatipathes alternata",4742.75,-175.5,-9.5
"15792",6764,12,"Antipathes curvata",4742.75,-175.5,-9.5
"15793",6764,12,"Antipathes grandis",4742.75,-175.5,-9.5
"15794",6764,12,"Bathypathes patula",4742.75,-175.5,-9.5
"15795",6764,12,"Cirrhipathes anguina",4742.75,-175.5,-9.5
"15796",6764,12,"Dendropathes intermedia",4742.75,-175.5,-9.5
"15797",6764,12,"Myriopathes ulex",4742.75,-175.5,-9.5
"15798",6764,12,"Schizopathes affinis",4742.75,-175.5,-9.5
"15799",6764,12,"Stichopathes spiessi",4742.75,-175.5,-9.5
"15800",6764,12,"Trissopathes pseudotristicha",4742.75,-175.5,-9.5
"15801",6764,12,"Trissopathes tristicha",4742.75,-175.5,-9.5
"15802",6765,12,"Abyssopathes lyra",4169.5,-174.5,-9.5
"15803",6765,12,"Alternatipathes alternata",4169.5,-174.5,-9.5
"15804",6765,12,"Antipathes curvata",4169.5,-174.5,-9.5
"15805",6765,12,"Antipathes grandis",4169.5,-174.5,-9.5
"15806",6765,12,"Bathypathes patula",4169.5,-174.5,-9.5
"15807",6765,12,"Cirrhipathes anguina",4169.5,-174.5,-9.5
"15808",6765,12,"Dendropathes intermedia",4169.5,-174.5,-9.5
"15809",6765,12,"Myriopathes ulex",4169.5,-174.5,-9.5
"15810",6765,12,"Schizopathes affinis",4169.5,-174.5,-9.5
"15811",6765,12,"Stichopathes spiessi",4169.5,-174.5,-9.5
"15812",6765,12,"Trissopathes pseudotristicha",4169.5,-174.5,-9.5
"15813",6765,12,"Trissopathes tristicha",4169.5,-174.5,-9.5
"15814",6766,12,"Abyssopathes lyra",4050.25,-173.5,-9.5
"15815",6766,12,"Alternatipathes alternata",4050.25,-173.5,-9.5
"15816",6766,12,"Antipathes curvata",4050.25,-173.5,-9.5
"15817",6766,12,"Antipathes grandis",4050.25,-173.5,-9.5
"15818",6766,12,"Bathypathes patula",4050.25,-173.5,-9.5
"15819",6766,12,"Cirrhipathes anguina",4050.25,-173.5,-9.5
"15820",6766,12,"Dendropathes intermedia",4050.25,-173.5,-9.5
"15821",6766,12,"Myriopathes ulex",4050.25,-173.5,-9.5
"15822",6766,12,"Schizopathes affinis",4050.25,-173.5,-9.5
"15823",6766,12,"Stichopathes spiessi",4050.25,-173.5,-9.5
"15824",6766,12,"Trissopathes pseudotristicha",4050.25,-173.5,-9.5
"15825",6766,12,"Trissopathes tristicha",4050.25,-173.5,-9.5
"15826",6767,11,"Abyssopathes lyra",3934,-172.5,-9.5
"15827",6767,11,"Alternatipathes alternata",3934,-172.5,-9.5
"15828",6767,11,"Antipathes curvata",3934,-172.5,-9.5
"15829",6767,11,"Antipathes grandis",3934,-172.5,-9.5
"15830",6767,11,"Bathypathes patula",3934,-172.5,-9.5
"15831",6767,11,"Cirrhipathes anguina",3934,-172.5,-9.5
"15832",6767,11,"Dendropathes intermedia",3934,-172.5,-9.5
"15833",6767,11,"Myriopathes ulex",3934,-172.5,-9.5
"15834",6767,11,"Schizopathes affinis",3934,-172.5,-9.5
"15835",6767,11,"Stichopathes spiessi",3934,-172.5,-9.5
"15836",6767,11,"Trissopathes pseudotristicha",3934,-172.5,-9.5
"15837",6768,11,"Abyssopathes lyra",3424.75,-171.5,-9.5
"15838",6768,11,"Alternatipathes alternata",3424.75,-171.5,-9.5
"15839",6768,11,"Antipathes curvata",3424.75,-171.5,-9.5
"15840",6768,11,"Antipathes grandis",3424.75,-171.5,-9.5
"15841",6768,11,"Bathypathes patula",3424.75,-171.5,-9.5
"15842",6768,11,"Cirrhipathes anguina",3424.75,-171.5,-9.5
"15843",6768,11,"Dendropathes intermedia",3424.75,-171.5,-9.5
"15844",6768,11,"Myriopathes ulex",3424.75,-171.5,-9.5
"15845",6768,11,"Schizopathes affinis",3424.75,-171.5,-9.5
"15846",6768,11,"Stichopathes spiessi",3424.75,-171.5,-9.5
"15847",6768,11,"Trissopathes pseudotristicha",3424.75,-171.5,-9.5
"15848",6769,9,"Abyssopathes lyra",4252.75,-170.5,-9.5
"15849",6769,9,"Alternatipathes alternata",4252.75,-170.5,-9.5
"15850",6769,9,"Antipathes grandis",4252.75,-170.5,-9.5
"15851",6769,9,"Bathypathes patula",4252.75,-170.5,-9.5
"15852",6769,9,"Cirrhipathes anguina",4252.75,-170.5,-9.5
"15853",6769,9,"Dendropathes intermedia",4252.75,-170.5,-9.5
"15854",6769,9,"Schizopathes affinis",4252.75,-170.5,-9.5
"15855",6769,9,"Stichopathes spiessi",4252.75,-170.5,-9.5
"15856",6769,9,"Trissopathes pseudotristicha",4252.75,-170.5,-9.5
"15857",6770,8,"Abyssopathes lyra",4847.75,-169.5,-9.5
"15858",6770,8,"Alternatipathes alternata",4847.75,-169.5,-9.5
"15859",6770,8,"Bathypathes patula",4847.75,-169.5,-9.5
"15860",6770,8,"Cirrhipathes anguina",4847.75,-169.5,-9.5
"15861",6770,8,"Dendropathes intermedia",4847.75,-169.5,-9.5
"15862",6770,8,"Schizopathes affinis",4847.75,-169.5,-9.5
"15863",6770,8,"Stichopathes spiessi",4847.75,-169.5,-9.5
"15864",6770,8,"Trissopathes pseudotristicha",4847.75,-169.5,-9.5
"15865",6771,7,"Abyssopathes lyra",4390,-168.5,-9.5
"15866",6771,7,"Alternatipathes alternata",4390,-168.5,-9.5
"15867",6771,7,"Bathypathes patula",4390,-168.5,-9.5
"15868",6771,7,"Dendropathes intermedia",4390,-168.5,-9.5
"15869",6771,7,"Schizopathes affinis",4390,-168.5,-9.5
"15870",6771,7,"Stichopathes spiessi",4390,-168.5,-9.5
"15871",6771,7,"Trissopathes pseudotristicha",4390,-168.5,-9.5
"15872",6772,7,"Abyssopathes lyra",4025,-167.5,-9.5
"15873",6772,7,"Alternatipathes alternata",4025,-167.5,-9.5
"15874",6772,7,"Bathypathes patula",4025,-167.5,-9.5
"15875",6772,7,"Dendropathes intermedia",4025,-167.5,-9.5
"15876",6772,7,"Schizopathes affinis",4025,-167.5,-9.5
"15877",6772,7,"Stichopathes spiessi",4025,-167.5,-9.5
"15878",6772,7,"Trissopathes pseudotristicha",4025,-167.5,-9.5
"15879",6773,7,"Abyssopathes lyra",3265.75,-166.5,-9.5
"15880",6773,7,"Alternatipathes alternata",3265.75,-166.5,-9.5
"15881",6773,7,"Bathypathes patula",3265.75,-166.5,-9.5
"15882",6773,7,"Dendropathes intermedia",3265.75,-166.5,-9.5
"15883",6773,7,"Schizopathes affinis",3265.75,-166.5,-9.5
"15884",6773,7,"Stichopathes spiessi",3265.75,-166.5,-9.5
"15885",6773,7,"Trissopathes pseudotristicha",3265.75,-166.5,-9.5
"15886",6774,7,"Abyssopathes lyra",3587.75,-165.5,-9.5
"15887",6774,7,"Alternatipathes alternata",3587.75,-165.5,-9.5
"15888",6774,7,"Bathypathes patula",3587.75,-165.5,-9.5
"15889",6774,7,"Dendropathes intermedia",3587.75,-165.5,-9.5
"15890",6774,7,"Schizopathes affinis",3587.75,-165.5,-9.5
"15891",6774,7,"Stichopathes spiessi",3587.75,-165.5,-9.5
"15892",6774,7,"Trissopathes pseudotristicha",3587.75,-165.5,-9.5
"15893",6775,6,"Abyssopathes lyra",3445.24975586,-164.5,-9.5
"15894",6775,6,"Alternatipathes alternata",3445.24975586,-164.5,-9.5
"15895",6775,6,"Bathypathes patula",3445.24975586,-164.5,-9.5
"15896",6775,6,"Schizopathes affinis",3445.24975586,-164.5,-9.5
"15897",6775,6,"Stichopathes spiessi",3445.24975586,-164.5,-9.5
"15898",6775,6,"Trissopathes pseudotristicha",3445.24975586,-164.5,-9.5
"15899",6776,6,"Abyssopathes lyra",3424.5,-163.5,-9.5
"15900",6776,6,"Alternatipathes alternata",3424.5,-163.5,-9.5
"15901",6776,6,"Bathypathes patula",3424.5,-163.5,-9.5
"15902",6776,6,"Schizopathes affinis",3424.5,-163.5,-9.5
"15903",6776,6,"Stichopathes spiessi",3424.5,-163.5,-9.5
"15904",6776,6,"Trissopathes pseudotristicha",3424.5,-163.5,-9.5
"15905",6777,6,"Abyssopathes lyra",2854,-162.5,-9.5
"15906",6777,6,"Alternatipathes alternata",2854,-162.5,-9.5
"15907",6777,6,"Bathypathes patula",2854,-162.5,-9.5
"15908",6777,6,"Schizopathes affinis",2854,-162.5,-9.5
"15909",6777,6,"Stichopathes spiessi",2854,-162.5,-9.5
"15910",6777,6,"Trissopathes pseudotristicha",2854,-162.5,-9.5
"15911",6778,6,"Abyssopathes lyra",3710.75,-161.5,-9.5
"15912",6778,6,"Alternatipathes alternata",3710.75,-161.5,-9.5
"15913",6778,6,"Bathypathes patula",3710.75,-161.5,-9.5
"15914",6778,6,"Schizopathes affinis",3710.75,-161.5,-9.5
"15915",6778,6,"Stichopathes spiessi",3710.75,-161.5,-9.5
"15916",6778,6,"Trissopathes pseudotristicha",3710.75,-161.5,-9.5
"15917",6779,6,"Abyssopathes lyra",3563,-160.5,-9.5
"15918",6779,6,"Alternatipathes alternata",3563,-160.5,-9.5
"15919",6779,6,"Bathypathes patula",3563,-160.5,-9.5
"15920",6779,6,"Schizopathes affinis",3563,-160.5,-9.5
"15921",6779,6,"Stichopathes spiessi",3563,-160.5,-9.5
"15922",6779,6,"Trissopathes pseudotristicha",3563,-160.5,-9.5
"15923",6780,6,"Abyssopathes lyra",5755.5,-159.5,-9.5
"15924",6780,6,"Alternatipathes alternata",5755.5,-159.5,-9.5
"15925",6780,6,"Bathypathes patula",5755.5,-159.5,-9.5
"15926",6780,6,"Schizopathes affinis",5755.5,-159.5,-9.5
"15927",6780,6,"Stichopathes spiessi",5755.5,-159.5,-9.5
"15928",6780,6,"Trissopathes pseudotristicha",5755.5,-159.5,-9.5
"15929",6781,6,"Abyssopathes lyra",5579.25,-158.5,-9.5
"15930",6781,6,"Alternatipathes alternata",5579.25,-158.5,-9.5
"15931",6781,6,"Bathypathes patula",5579.25,-158.5,-9.5
"15932",6781,6,"Schizopathes affinis",5579.25,-158.5,-9.5
"15933",6781,6,"Stichopathes spiessi",5579.25,-158.5,-9.5
"15934",6781,6,"Trissopathes pseudotristicha",5579.25,-158.5,-9.5
"15935",6782,7,"Abyssopathes lyra",5199.5,-157.5,-9.5
"15936",6782,7,"Alternatipathes alternata",5199.5,-157.5,-9.5
"15937",6782,7,"Bathypathes patula",5199.5,-157.5,-9.5
"15938",6782,7,"Lillipathes lillei",5199.5,-157.5,-9.5
"15939",6782,7,"Schizopathes affinis",5199.5,-157.5,-9.5
"15940",6782,7,"Stichopathes spiessi",5199.5,-157.5,-9.5
"15941",6782,7,"Trissopathes pseudotristicha",5199.5,-157.5,-9.5
"15942",6783,5,"Abyssopathes lyra",5629.25,-156.5,-9.5
"15943",6783,5,"Alternatipathes alternata",5629.25,-156.5,-9.5
"15944",6783,5,"Bathypathes patula",5629.25,-156.5,-9.5
"15945",6783,5,"Schizopathes affinis",5629.25,-156.5,-9.5
"15946",6783,5,"Stichopathes spiessi",5629.25,-156.5,-9.5
"15947",6784,4,"Abyssopathes lyra",5475.75,-155.5,-9.5
"15948",6784,4,"Alternatipathes alternata",5475.75,-155.5,-9.5
"15949",6784,4,"Bathypathes patula",5475.75,-155.5,-9.5
"15950",6784,4,"Schizopathes affinis",5475.75,-155.5,-9.5
"15951",6785,4,"Abyssopathes lyra",5350.25,-154.5,-9.5
"15952",6785,4,"Alternatipathes alternata",5350.25,-154.5,-9.5
"15953",6785,4,"Bathypathes patula",5350.25,-154.5,-9.5
"15954",6785,4,"Schizopathes affinis",5350.25,-154.5,-9.5
"15955",6786,4,"Abyssopathes lyra",4970.75,-153.5,-9.5
"15956",6786,4,"Alternatipathes alternata",4970.75,-153.5,-9.5
"15957",6786,4,"Bathypathes patula",4970.75,-153.5,-9.5
"15958",6786,4,"Schizopathes affinis",4970.75,-153.5,-9.5
"15959",6787,4,"Abyssopathes lyra",4747.75,-152.5,-9.5
"15960",6787,4,"Alternatipathes alternata",4747.75,-152.5,-9.5
"15961",6787,4,"Bathypathes patula",4747.75,-152.5,-9.5
"15962",6787,4,"Schizopathes affinis",4747.75,-152.5,-9.5
"15963",6788,4,"Abyssopathes lyra",4785,-151.5,-9.5
"15964",6788,4,"Alternatipathes alternata",4785,-151.5,-9.5
"15965",6788,4,"Bathypathes patula",4785,-151.5,-9.5
"15966",6788,4,"Schizopathes affinis",4785,-151.5,-9.5
"15967",6789,4,"Abyssopathes lyra",4703.25,-150.5,-9.5
"15968",6789,4,"Alternatipathes alternata",4703.25,-150.5,-9.5
"15969",6789,4,"Bathypathes patula",4703.25,-150.5,-9.5
"15970",6789,4,"Schizopathes affinis",4703.25,-150.5,-9.5
"15971",6790,4,"Abyssopathes lyra",4815.5,-149.5,-9.5
"15972",6790,4,"Alternatipathes alternata",4815.5,-149.5,-9.5
"15973",6790,4,"Bathypathes patula",4815.5,-149.5,-9.5
"15974",6790,4,"Schizopathes affinis",4815.5,-149.5,-9.5
"15975",6791,4,"Abyssopathes lyra",4599.5,-148.5,-9.5
"15976",6791,4,"Alternatipathes alternata",4599.5,-148.5,-9.5
"15977",6791,4,"Bathypathes patula",4599.5,-148.5,-9.5
"15978",6791,4,"Schizopathes affinis",4599.5,-148.5,-9.5
"15979",6792,4,"Abyssopathes lyra",4912,-147.5,-9.5
"15980",6792,4,"Alternatipathes alternata",4912,-147.5,-9.5
"15981",6792,4,"Bathypathes patula",4912,-147.5,-9.5
"15982",6792,4,"Schizopathes affinis",4912,-147.5,-9.5
"15983",6793,4,"Abyssopathes lyra",5418,-146.5,-9.5
"15984",6793,4,"Alternatipathes alternata",5418,-146.5,-9.5
"15985",6793,4,"Bathypathes patula",5418,-146.5,-9.5
"15986",6793,4,"Schizopathes affinis",5418,-146.5,-9.5
"15987",6794,4,"Abyssopathes lyra",5010,-145.5,-9.5
"15988",6794,4,"Alternatipathes alternata",5010,-145.5,-9.5
"15989",6794,4,"Bathypathes patula",5010,-145.5,-9.5
"15990",6794,4,"Schizopathes affinis",5010,-145.5,-9.5
"15991",6795,4,"Abyssopathes lyra",5052.75,-144.5,-9.5
"15992",6795,4,"Alternatipathes alternata",5052.75,-144.5,-9.5
"15993",6795,4,"Bathypathes patula",5052.75,-144.5,-9.5
"15994",6795,4,"Schizopathes affinis",5052.75,-144.5,-9.5
"15995",6796,4,"Abyssopathes lyra",4719.75,-143.5,-9.5
"15996",6796,4,"Alternatipathes alternata",4719.75,-143.5,-9.5
"15997",6796,4,"Bathypathes patula",4719.75,-143.5,-9.5
"15998",6796,4,"Schizopathes affinis",4719.75,-143.5,-9.5
"15999",6797,4,"Abyssopathes lyra",4451.5,-142.5,-9.5
"16000",6797,4,"Alternatipathes alternata",4451.5,-142.5,-9.5
"16001",6797,4,"Bathypathes patula",4451.5,-142.5,-9.5
"16002",6797,4,"Schizopathes affinis",4451.5,-142.5,-9.5
"16003",6798,4,"Abyssopathes lyra",4368.5,-141.5,-9.5
"16004",6798,4,"Alternatipathes alternata",4368.5,-141.5,-9.5
"16005",6798,4,"Bathypathes patula",4368.5,-141.5,-9.5
"16006",6798,4,"Schizopathes affinis",4368.5,-141.5,-9.5
"16007",6799,4,"Abyssopathes lyra",3723.5,-140.5,-9.5
"16008",6799,4,"Alternatipathes alternata",3723.5,-140.5,-9.5
"16009",6799,4,"Bathypathes patula",3723.5,-140.5,-9.5
"16010",6799,4,"Schizopathes affinis",3723.5,-140.5,-9.5
"16011",6800,4,"Abyssopathes lyra",3384.5,-139.5,-9.5
"16012",6800,4,"Alternatipathes alternata",3384.5,-139.5,-9.5
"16013",6800,4,"Bathypathes patula",3384.5,-139.5,-9.5
"16014",6800,4,"Schizopathes affinis",3384.5,-139.5,-9.5
"16015",6801,4,"Abyssopathes lyra",3659.5,-138.5,-9.5
"16016",6801,4,"Alternatipathes alternata",3659.5,-138.5,-9.5
"16017",6801,4,"Bathypathes patula",3659.5,-138.5,-9.5
"16018",6801,4,"Schizopathes affinis",3659.5,-138.5,-9.5
"16019",6802,4,"Abyssopathes lyra",4185.5,-137.5,-9.5
"16020",6802,4,"Alternatipathes alternata",4185.5,-137.5,-9.5
